edgeID,group1,group2,group3,group0,group4,group5,population,nullGroup
9,22,12,21,12,5,20,111,81
24,25,9,15,3,1,7,39,64
32,12,2,8,2,0,3,20,29
37,13,7,7,4,0,2,11,16
38,33,14,10,10,5,12,122,45
39,6,1,4,0,2,1,9,17
40,35,13,10,10,4,11,118,43
41,32,13,10,10,4,10,110,36
42,38,14,10,12,3,9,109,66
43,12,7,3,4,1,0,15,36
44,15,7,8,6,1,1,15,39
45,12,6,6,4,1,0,16,40
46,2,4,2,2,0,1,1,1
56,17,11,14,5,3,1,69,49
57,11,10,13,6,2,2,68,35
67,17,6,10,4,0,5,8,43
68,10,6,8,0,0,4,6,31
70,2,3,2,2,0,2,4,0
71,18,10,10,5,0,3,13,44
77,25,12,26,7,13,10,85,80
78,15,6,6,6,8,4,19,51
79,26,12,22,7,11,8,70,95
82,46,31,38,23,11,28,168,140
83,27,31,25,9,12,12,133,103
84,25,28,22,12,8,10,80,98
85,19,7,18,8,9,11,72,50
86,20,14,14,9,8,6,46,63
87,20,13,13,8,7,4,34,58
88,5,3,3,0,1,2,8,3
89,27,19,24,10,8,11,51,96
90,15,16,10,4,2,5,43,48
92,7,3,5,0,2,2,9,20
93,12,13,10,3,2,3,40,26
94,20,13,14,3,3,2,42,38
96,2,1,3,0,1,1,2,12
100,3,3,3,0,1,1,8,12
101,32,28,24,14,3,9,205,87
105,46,35,32,14,6,15,131,125
125,1,0,0,0,0,0,0,1
127,5,0,1,0,0,0,1,1
128,6,0,1,0,0,0,1,2
133,10,4,5,2,1,2,5,45
134,15,5,14,4,1,4,56,19
135,26,9,16,5,2,8,58,65
137,0,1,3,4,1,3,12,6
138,12,5,6,3,3,3,7,47
139,2,4,2,2,4,1,9,22
140,11,7,7,5,4,2,4,59
142,3,2,0,2,0,2,4,10
144,3,1,2,4,4,1,16,11
145,4,8,2,3,4,1,13,27
146,2,1,1,1,0,1,4,1
147,2,6,0,0,0,1,3,17
151,35,14,40,27,9,14,52,156
152,38,13,27,14,6,9,18,133
153,28,9,25,17,7,11,57,108
156,6,4,3,2,2,3,7,35
158,5,2,5,0,1,1,2,14
159,35,16,29,17,4,11,67,116
166,23,20,8,8,3,6,49,60
167,17,12,11,5,3,4,138,47
173,9,3,7,3,2,5,17,14
174,14,15,6,4,4,5,53,32
175,9,12,7,3,3,1,25,40
176,11,12,7,3,5,4,26,50
177,16,17,6,4,6,8,56,42
182,3,4,7,3,5,2,20,24
183,11,11,14,5,7,1,43,43
186,14,11,15,5,7,2,50,45
188,3,0,0,0,0,1,6,1
190,23,13,16,5,8,6,71,57
206,11,6,3,2,2,3,40,22
214,5,2,1,2,0,3,13,6
227,3,1,2,2,0,1,18,7
229,1,0,1,1,0,0,6,0
230,1,0,1,1,0,0,6,0
231,0,0,0,0,0,0,0,0
237,6,3,1,0,0,2,6,4
239,4,7,7,3,2,5,2,29
241,35,27,18,13,6,10,281,92
244,12,8,10,8,5,2,47,72
247,1,0,1,0,0,0,2,1
