edgeID,group2,group3,group4,group1,group5,group6,population,nullGroup
9,4,2,4,0,0,2,21,15
24,2,3,0,0,0,0,6,7
32,4,6,1,2,1,3,19,17
37,4,4,2,3,3,4,25,15
38,7,2,2,1,2,4,25,24
39,0,0,2,0,0,0,1,6
40,6,2,2,1,2,4,23,21
41,5,2,2,1,2,3,19,19
42,4,3,2,1,3,5,24,24
43,1,1,2,0,1,2,7,5
44,3,4,2,2,1,1,14,12
45,1,3,2,1,1,0,9,9
46,2,1,0,1,0,1,5,5
56,3,5,3,3,1,1,10,13
57,3,5,2,3,0,1,8,11
67,1,3,3,1,1,0,14,15
68,0,1,1,1,0,0,8,5
70,2,2,0,1,0,1,5,6
71,3,5,3,2,1,2,18,14
77,3,3,6,5,5,7,25,17
78,3,3,5,1,2,5,14,7
79,4,4,7,6,3,6,29,20
82,8,5,8,4,4,6,41,42
83,5,11,4,2,2,7,39,47
84,9,11,2,1,2,10,37,41
85,4,6,2,3,0,9,24,24
86,6,8,2,1,3,9,28,28
87,5,6,1,1,3,8,23,22
88,1,2,1,0,0,1,5,6
89,11,10,3,2,1,10,46,39
90,10,3,3,1,1,0,21,14
92,0,2,1,0,0,1,6,7
93,7,3,2,2,0,1,10,16
94,6,3,4,2,0,1,13,17
96,0,0,0,0,0,0,1,3
100,1,0,0,0,0,0,2,4
101,8,8,10,0,4,4,39,38
105,9,6,7,3,3,3,31,34
125,0,0,0,0,0,0,2,0
127,3,1,1,1,0,0,2,1
128,2,1,0,1,0,0,4,1
133,1,0,1,0,0,3,6,7
134,3,3,6,2,0,2,13,12
135,4,3,7,2,0,7,21,21
137,1,0,0,2,1,1,2,3
138,2,0,2,0,1,1,4,8
139,0,2,1,1,0,1,8,3
140,2,0,2,2,1,2,5,8
142,0,2,0,0,0,1,4,0
144,2,1,1,0,1,0,3,3
145,3,3,1,0,1,1,3,6
146,0,1,0,0,0,1,2,1
147,1,1,0,0,0,0,0,2
151,7,5,9,4,4,7,39,37
152,3,4,7,2,2,3,24,24
153,4,3,8,4,2,6,23,21
156,0,1,0,0,1,0,1,0
158,0,1,0,0,0,0,1,0
159,7,5,9,4,1,6,35,30
166,4,2,6,0,2,1,16,17
167,5,6,4,0,3,3,27,25
173,1,2,0,0,0,0,6,4
174,2,4,3,1,2,1,12,11
175,2,4,0,0,3,0,10,9
176,2,5,1,0,2,0,16,13
177,2,4,2,1,3,1,13,16
182,0,0,1,1,2,1,4,3
183,3,0,2,0,2,1,6,12
186,3,0,3,0,2,1,7,12
188,0,0,0,0,0,0,0,1
190,5,2,5,1,4,1,14,16
206,2,0,1,1,0,0,8,7
214,4,0,0,1,0,0,6,4
227,1,1,0,0,0,2,2,4
229,3,0,0,1,0,1,5,3
230,2,0,0,1,0,1,4,3
231,1,0,0,0,0,0,1,0
237,6,0,1,0,0,0,9,12
239,0,0,3,3,1,2,10,9
241,10,9,3,0,3,2,32,40
244,3,4,1,0,0,1,14,16
247,0,0,0,0,1,0,1,1
252,1,1,1,0,0,1,2,6
269,1,3,0,1,0,0,3,4
270,1,2,1,0,0,0,3,4
274,1,2,2,0,0,1,6,9
275,0,0,0,0,0,1,2,0
279,0,0,0,1,0,0,8,6
281,0,1,0,0,0,0,1,2
282,2,1,4,0,0,0,4,6
283,2,2,4,0,0,0,5,8
287,0,0,0,0,0,0,1,2
295,4,2,5,1,0,0,8,15
296,4,2,3,0,0,0,4,10
299,0,1,3,0,0,0,5,6
300,3,1,3,0,0,0,4,8
301,2,1,2,0,0,0,3,4
302,1,0,1,0,0,0,5,5
303,0,0,0,0,0,0,2,3
304,0,1,4,1,1,1,9,9
307,0,0,2,0,0,1,8,3
309,0,4,1,1,1,2,19,6
310,0,5,3,2,0,4,20,12
311,2,3,0,2,0,0,5,5
312,0,0,0,0,0,0,1,1
313,3,3,0,2,0,0,5,7
314,1,1,0,0,0,0,0,2
324,0,0,0,0,0,0,1,1
329,1,1,0,0,0,0,1,2
331,0,0,1,0,2,1,7,2
332,7,2,3,2,2,1,15,16
333,7,2,2,2,0,0,12,14
334,5,1,1,1,1,0,13,10
340,2,0,4,1,1,2,18,5
341,3,2,2,1,2,1,15,7
343,2,2,1,0,0,0,12,10
345,4,1,1,1,0,0,5,6
349,3,2,1,0,1,0,6,5
350,7,3,4,1,3,1,21,10
351,6,1,3,1,2,1,13,7
352,0,1,0,0,0,0,2,4
353,1,2,1,1,0,0,4,9
354,1,1,1,1,0,0,2,5
355,2,2,0,1,0,0,9,10
356,1,1,0,0,0,1,5,6
357,1,1,0,1,0,1,6,8
362,1,3,2,1,1,4,15,13
365,3,3,1,0,1,0,13,16
366,4,3,2,0,1,5,17,23
368,4,0,0,2,1,1,7,10
369,5,2,3,3,1,1,14,13
370,14,4,10,5,2,4,28,31
371,7,2,7,7,2,3,19,24
372,1,0,1,2,0,2,7,7
373,0,0,0,2,0,0,5,4
374,3,1,1,2,1,1,9,11
375,3,1,2,2,1,1,8,11
377,5,1,1,1,0,0,4,5
378,6,1,2,3,0,2,11,12
380,4,1,1,0,1,0,5,7
381,4,2,4,2,0,1,15,8
388,5,3,6,2,1,1,16,13
393,11,4,12,4,3,3,32,36
394,9,3,13,13,2,4,37,46
395,7,3,3,0,1,1,16,15
396,10,2,10,13,0,4,28,32
398,3,1,4,2,2,1,21,24
400,7,3,8,2,4,2,19,20
401,4,3,7,2,1,1,14,12
402,3,2,2,0,2,1,9,10
403,2,0,1,0,0,0,2,1
404,6,2,6,7,2,3,22,25
405,7,2,5,7,2,3,21,27
406,6,3,5,1,1,1,14,12
407,2,1,3,1,2,0,16,10
408,22,6,11,3,3,2,37,33
409,14,4,11,5,2,4,28,32
411,3,5,2,0,3,2,16,22
413,19,6,9,2,3,1,33,32
424,1,0,0,1,2,1,9,15
427,5,2,2,3,0,3,14,13
428,2,0,2,2,0,0,5,8
429,6,1,2,5,0,1,16,13
430,10,1,10,12,1,4,25,29
431,6,0,8,6,2,4,10,19
434,3,1,0,1,1,2,6,4
435,0,0,1,0,0,0,4,2
436,3,1,4,3,2,1,21,23
437,3,1,2,2,1,1,17,20
443,5,0,10,4,1,4,13,19
445,1,0,0,0,0,0,0,1
447,4,2,6,4,2,0,8,13
448,3,2,7,2,2,2,11,20
452,0,0,0,0,0,0,1,0
469,0,1,2,1,2,1,12,12
482,0,0,0,1,0,0,4,4
483,0,2,0,0,0,0,6,4
485,0,2,1,0,0,0,7,4
490,5,2,1,2,0,1,6,12
491,5,3,1,1,0,1,7,10
493,4,1,3,1,0,1,10,8
495,2,4,2,0,0,0,6,5
496,3,0,1,0,0,0,5,3
503,1,1,2,5,2,3,10,10
504,5,3,5,1,3,5,23,26
505,6,4,6,5,5,9,32,37
506,3,3,4,2,1,3,23,22
511,7,9,10,2,1,5,38,44
512,2,3,5,1,0,1,15,19
517,3,3,1,0,0,1,7,4
519,0,0,0,0,0,0,0,0
531,5,5,5,1,0,0,8,9
