edgeID,group1,group2,group3,group0,group4,group5,population,nullGroup
9,4,2,2,0,0,1,10,26
24,4,3,4,0,0,2,10,15
32,8,8,12,1,0,3,20,11
37,5,7,7,3,1,1,27,12
38,6,4,3,3,1,1,19,18
39,1,1,0,0,0,0,2,4
40,7,2,3,3,0,1,15,14
41,4,2,3,2,0,1,14,12
42,6,3,4,2,0,2,19,18
43,2,1,2,0,0,2,7,10
44,3,3,2,0,1,3,13,13
45,1,3,1,0,1,2,8,12
46,2,0,1,0,0,1,7,5
56,6,2,3,1,1,3,16,11
57,5,3,2,1,1,2,15,13
67,1,5,6,1,0,4,12,11
68,0,4,2,0,0,1,11,11
70,3,1,1,0,0,1,6,3
71,4,6,7,1,0,5,16,12
77,4,4,12,3,3,0,25,20
78,1,2,2,0,1,0,9,8
79,4,3,12,3,4,0,22,22
82,14,6,6,3,5,2,36,46
83,13,8,6,2,2,6,29,29
84,11,9,7,5,3,4,29,28
85,10,5,2,3,3,3,18,21
86,4,6,8,3,2,5,20,21
87,5,5,5,2,2,6,18,17
88,1,1,3,1,0,1,4,4
89,10,11,10,4,3,4,27,30
90,7,6,3,1,0,0,24,16
92,0,1,1,1,0,0,1,5
93,5,3,4,0,1,1,16,11
94,4,3,4,0,1,1,14,15
96,0,1,0,0,0,0,1,2
100,0,0,0,0,0,0,2,4
101,7,5,3,4,4,3,22,33
105,9,12,10,3,1,6,43,39
125,1,0,3,0,0,0,3,2
127,0,0,1,0,0,0,0,1
128,1,0,2,0,0,0,3,1
133,1,3,4,1,0,2,11,9
134,1,1,3,0,2,3,9,13
135,2,4,8,2,3,5,23,25
137,0,0,0,0,0,1,0,0
138,1,3,4,0,0,2,9,9
139,0,0,1,1,3,1,2,7
140,1,3,5,1,2,1,8,4
142,0,0,0,0,2,1,3,6
144,0,1,0,0,1,1,3,1
145,1,0,1,0,2,0,5,3
146,0,1,0,0,0,1,1,0
147,1,0,1,0,1,0,3,2
151,7,7,3,2,3,4,41,36
