edgeID,group2,group3,group4,group1,group5,group6,population,nullGroup
9,4,4,0,2,1,1,16,16
24,3,1,3,1,1,0,13,16
32,2,2,2,2,0,1,14,13
37,1,2,1,2,2,2,17,14
38,4,1,3,2,3,3,16,21
39,0,0,1,0,0,1,5,3
40,3,1,4,2,3,4,18,17
41,3,1,3,2,2,3,12,14
42,3,2,6,2,2,4,17,18
43,0,1,2,0,0,1,6,3
44,2,1,2,1,0,2,8,7
45,1,2,2,0,0,0,7,7
46,1,1,0,1,0,2,5,6
56,3,3,1,1,1,3,18,15
57,3,2,1,2,1,2,13,12
67,2,3,2,0,1,5,11,13
68,3,0,0,0,0,0,7,6
70,1,1,0,1,0,2,5,6
71,1,4,1,1,1,3,13,14
77,5,4,6,2,5,2,23,24
78,3,0,3,0,0,0,6,9
79,6,4,10,2,5,2,24,22
82,7,7,4,8,2,4,39,36
83,7,11,10,7,4,8,36,42
84,4,9,8,4,2,8,39,29
85,2,2,7,5,4,7,24,30
86,3,4,4,3,1,5,29,23
87,2,2,4,3,1,4,25,19
88,1,2,0,0,0,1,8,6
89,7,8,6,4,2,7,41,30
90,7,3,2,0,0,1,14,13
92,0,1,0,0,0,0,3,1
93,8,2,1,1,0,2,11,17
94,8,1,2,1,0,1,8,18
96,0,1,0,0,0,0,1,2
100,1,0,0,0,0,0,1,3
101,6,7,4,2,1,1,27,37
105,8,6,6,3,1,2,31,34
125,1,0,0,0,0,1,2,5
127,1,0,0,0,0,1,2,1
128,1,0,0,0,0,0,3,5
133,3,1,3,1,0,0,9,1
134,1,2,5,1,0,1,9,14
135,4,3,10,2,0,1,16,17
137,0,0,1,2,0,0,1,3
138,3,1,2,2,0,0,9,3
139,2,0,1,1,1,1,6,1
140,3,1,2,1,1,1,12,3
142,2,0,0,0,0,0,2,0
144,1,0,1,0,1,1,5,1
145,2,0,0,0,1,1,5,0
146,0,0,1,0,0,0,1,1
147,1,0,0,0,0,0,1,0
151,5,2,11,9,5,7,23,33
152,3,3,7,6,4,0,22,20
153,4,3,6,7,1,7,25,17
156,1,1,1,0,1,1,2,4
158,0,0,0,0,1,1,2,3
159,4,4,6,7,1,7,34,22
166,4,10,3,1,1,0,18,19
167,5,3,1,2,0,3,22,22
173,2,1,0,0,1,0,1,4
174,3,3,3,1,0,0,12,9
175,4,2,3,3,1,0,17,11
176,7,5,3,3,2,1,20,11
177,4,6,3,1,1,1,13,7
182,0,0,4,0,1,2,7,6
183,4,4,4,0,2,2,15,17
186,5,3,4,0,2,1,15,19
188,1,1,0,0,0,1,4,2
190,3,3,4,2,2,2,23,24
206,2,2,0,0,0,0,8,5
214,3,1,1,0,0,0,6,4
227,0,2,3,0,0,0,7,6
229,1,1,0,0,0,0,2,2
230,1,1,0,0,0,0,2,2
231,1,0,0,0,0,0,1,1
237,2,2,0,0,0,0,7,4
239,4,1,0,0,0,0,10,4
241,5,7,5,3,2,2,23,41
244,2,2,2,6,0,1,13,15
247,0,0,0,0,0,0,2,0
252,1,1,1,0,0,0,3,4
269,2,1,0,1,1,0,4,2
270,0,2,1,0,0,1,1,1
274,1,4,3,0,0,0,5,10
275,0,0,0,0,0,0,1,1
279,1,1,1,0,0,0,2,5
281,0,1,0,0,0,0,1,2
282,2,0,1,0,0,0,5,3
283,2,1,1,0,1,0,7,4
287,0,0,0,0,0,0,0,1
295,4,2,2,0,1,0,11,12
296,4,1,2,0,1,0,9,5
299,0,1,2,0,0,1,4,2
300,5,2,2,0,2,0,10,6
301,4,2,1,0,2,0,9,3
302,2,1,0,0,0,0,4,4
303,0,0,1,0,0,0,5,1
304,4,3,1,0,1,1,9,2
307,1,2,1,2,0,2,6,5
309,3,2,5,3,1,2,17,21
310,5,1,5,5,2,3,21,21
311,2,3,1,0,0,1,9,5
312,0,0,0,0,0,0,1,0
313,2,3,1,0,0,2,8,5
314,0,0,0,0,0,1,0,0
324,0,0,0,0,0,0,3,1
329,0,0,1,0,0,1,3,2
331,2,1,2,0,0,0,3,4
332,8,4,3,0,0,3,15,16
333,8,3,1,0,0,3,12,12
334,1,4,1,0,0,2,8,12
340,4,1,4,4,2,3,18,7
341,4,2,1,3,2,2,17,13
343,1,2,0,0,0,2,10,5
345,1,0,2,0,0,1,6,6
349,3,1,2,0,0,0,9,9
350,8,3,3,3,2,4,26,19
351,5,2,1,3,2,4,17,10
352,1,0,4,0,0,0,5,6
353,3,0,8,1,0,0,12,17
354,2,0,4,1,0,0,7,11
355,4,0,4,1,0,0,10,12
356,2,0,2,0,0,0,8,5
357,3,0,2,1,0,0,7,12
362,7,1,1,4,1,3,12,15
365,1,1,0,3,0,2,9,14
366,4,1,0,0,0,1,20,23
368,2,1,1,0,2,2,7,8
369,12,3,2,3,2,3,20,12
370,11,8,9,3,2,3,29,32
371,7,4,6,0,2,2,14,22
372,1,1,2,1,1,0,8,6
373,0,1,1,0,2,0,7,3
374,4,2,1,1,1,1,9,7
375,3,1,2,0,1,1,10,8
377,1,0,1,0,0,0,5,8
378,3,1,3,1,1,0,14,13
380,1,2,2,2,0,0,6,4
381,4,1,3,3,1,3,11,10
388,0,3,7,2,1,0,10,29
393,8,5,11,1,2,6,29,32
394,7,3,12,3,3,6,35,41
395,2,3,5,0,0,5,13,8
396,1,5,10,2,1,3,25,27
398,5,0,5,1,2,4,14,11
400,3,6,7,2,2,1,18,30
401,1,4,6,1,1,0,10,27
402,2,4,1,2,1,1,7,18
403,4,1,0,2,0,0,5,5
404,6,4,7,0,3,4,16,23
405,10,5,7,2,3,4,19,24
406,6,4,2,2,1,3,13,8
407,6,0,2,3,2,3,11,7
408,11,8,9,2,3,3,30,37
409,11,8,9,3,2,3,30,34
411,4,4,3,1,2,2,18,24
413,10,8,10,2,1,4,28,31
424,1,2,1,1,0,2,10,13
427,1,0,4,5,1,1,16,13
428,0,0,2,1,0,2,3,2
429,0,0,3,4,1,2,15,10
430,1,4,8,3,2,2,26,29
431,1,4,7,3,2,2,16,24
434,0,1,3,2,2,1,12,7
435,2,0,2,0,1,3,4,2
436,5,0,5,1,2,4,14,11
437,3,0,4,1,0,5,14,10
443,1,4,6,3,2,3,15,20
445,0,0,1,0,0,1,1,2
447,0,1,2,3,3,1,10,5
448,1,3,4,4,1,4,17,23
452,0,0,0,0,0,0,0,2
469,3,3,1,1,1,1,7,7
482,1,0,1,0,2,0,6,3
483,0,1,0,1,1,0,5,1
485,1,0,0,1,1,0,6,1
490,1,2,1,2,0,0,10,12
491,1,0,2,1,1,0,10,11
493,2,0,2,1,1,3,15,6
495,2,0,2,2,0,3,14,12
496,1,0,1,0,1,2,4,3
503,1,1,3,5,1,1,12,11
504,8,4,11,3,3,5,27,26
505,9,5,13,5,4,6,35,37
506,2,2,2,1,1,1,18,19
511,7,5,6,6,2,4,27,34
512,3,1,5,0,2,2,16,7
517,0,5,1,0,0,0,7,4
519,0,0,0,0,0,0,0,0
531,3,6,1,0,1,0,12,8
536,7,6,8,3,1,2,30,25
547,1,1,3,0,0,0,5,1
558,4,6,4,2,0,2,14,16
560,1,1,4,1,1,4,10,9
565,9,2,1,1,1,2,14,24
567,7,4,5,2,4,2,25,37
592,1,0,0,0,0,0,0,0
593,1,3,0,0,0,0,4,3
595,0,0,0,0,0,0,0,0
597,0,0,1,0,0,0,2,2
609,3,0,1,2,0,0,3,0
612,0,1,1,0,0,0,2,1
615,1,0,0,0,1,0,2,1
616,0,0,0,0,0,0,0,0
617,1,0,0,0,1,0,2,1
622,1,0,2,2,2,4,5,13
626,0,2,0,0,1,1,5,8
627,1,2,1,0,1,1,5,8
629,0,0,0,0,0,0,2,3
633,2,1,1,0,1,0,8,9
634,2,2,1,0,1,0,10,11
635,2,1,1,0,1,1,9,14
637,1,0,1,0,1,1,4,10
642,6,7,9,4,3,5,27,42
646,6,8,8,3,2,4,24,38
647,2,0,1,1,1,1,4,5
648,7,8,8,3,2,4,23,37
651,1,0,0,0,0,0,1,1
652,6,2,4,0,0,1,13,8
653,5,10,8,3,2,5,28,35
658,4,1,2,0,0,1,8,9
659,6,3,4,0,0,1,17,11
660,3,2,2,0,0,0,18,11
661,0,0,0,0,0,0,0,0
665,0,1,1,0,0,0,2,2
668,0,2,0,0,0,0,2,0
669,0,2,0,0,0,1,3,0
671,0,1,0,0,0,1,2,1
672,2,3,1,0,0,1,9,5
677,0,1,0,0,0,1,0,1
678,0,1,0,0,0,1,0,0
679,0,0,2,0,0,0,2,1
680,0,0,2,0,0,0,2,2
690,0,1,2,2,3,1,12,6
692,0,0,0,1,0,0,4,3
695,0,1,4,1,2,3,13,9
699,3,3,9,1,2,2,14,17
700,0,2,4,0,1,1,7,8
701,3,1,7,1,1,3,13,15
702,3,2,7,2,0,1,13,14
703,0,1,2,2,1,2,7,6
707,2,1,5,1,0,2,10,10
708,8,3,5,3,1,6,26,26
715,5,6,11,5,2,2,27,24
721,5,0,3,0,0,1,5,11
723,3,2,3,0,0,1,5,3
724,1,1,2,0,0,0,3,3
726,1,1,1,0,0,0,2,2
732,0,0,0,0,0,0,0,1
734,0,0,0,0,0,0,0,0
737,0,0,0,1,0,0,0,1
738,1,0,0,1,1,0,2,2
741,6,1,2,1,0,2,16,11
742,5,3,1,1,0,2,5,6
743,5,2,3,0,0,2,13,9
744,12,7,12,4,6,5,39,31
746,0,2,5,1,0,1,7,13
747,8,4,9,3,6,3,24,21
752,8,4,3,1,0,1,13,9
753,8,4,3,1,0,1,7,4
754,1,0,1,0,0,0,8,7
759,8,3,4,0,0,1,13,8
761,2,1,0,0,0,0,2,2
768,5,2,0,2,0,2,9,7
770,13,7,9,2,0,5,28,20
776,0,0,0,0,0,1,5,8
777,1,0,1,1,1,1,7,7
784,2,3,3,5,0,0,12,14
785,5,6,11,5,2,2,27,24
786,1,2,8,3,0,0,11,18
787,4,3,8,3,3,2,21,15
788,4,1,2,0,0,1,8,9
812,7,0,3,3,1,3,15,19
813,5,7,7,4,2,2,14,32
822,1,0,0,2,1,2,8,5
825,0,0,0,0,0,1,1,1
826,2,0,0,4,0,1,8,2
827,2,0,0,4,0,0,9,3
829,0,0,1,1,0,1,2,1
830,0,0,1,1,0,0,3,2
831,0,0,1,2,0,1,6,6
832,0,0,0,1,0,1,3,4
836,3,1,4,2,1,1,14,2
837,0,0,0,1,0,0,5,2
838,0,0,5,0,0,0,4,4
839,0,0,6,1,0,0,10,5
842,5,2,2,0,2,0,11,7
843,1,1,0,0,2,3,3,6
844,0,0,0,0,1,3,3,4
847,1,1,3,1,0,2,9,10
848,1,1,5,1,0,3,12,10
849,1,0,1,0,0,0,5,4
850,3,1,3,2,1,2,12,5
851,2,2,3,0,0,0,8,5
852,1,2,5,0,0,1,12,7
853,1,0,2,0,0,1,6,2
854,2,2,3,0,0,1,8,4
855,2,2,5,0,0,1,12,10
856,0,0,2,1,0,1,7,4
857,1,0,4,1,0,1,10,11
859,1,1,4,1,0,0,11,13
860,0,1,0,0,0,0,3,5
861,2,3,3,0,0,2,12,8
864,1,1,0,0,0,0,7,6
870,6,1,2,5,0,3,13,14
871,2,1,0,0,0,0,8,9
872,2,1,0,0,0,0,5,8
873,4,1,2,5,0,3,12,15
877,1,1,0,0,0,0,5,7
878,0,1,2,1,0,0,5,3
879,1,1,2,1,0,0,5,7
880,1,0,0,0,0,0,5,2
881,1,0,2,1,0,1,7,4
882,2,0,2,1,1,1,5,1
883,0,1,2,1,0,0,7,4
885,1,0,0,0,0,1,3,1
890,1,1,2,0,0,0,8,5
893,5,12,3,1,3,2,21,23
899,9,3,8,5,1,3,35,29
900,9,1,4,2,0,3,24,22
918,1,0,1,0,0,0,2,3
922,0,1,2,1,0,1,9,6
925,0,1,2,1,0,1,9,6
930,0,0,0,0,0,0,3,2
