edgeID,group1,group2,group3,group0,group4,group5,population,nullGroup
9,5,3,2,0,0,1,16,19
24,0,3,2,0,0,0,7,12
32,9,6,4,4,0,2,17,11
37,11,5,3,7,1,5,19,14
38,7,3,4,0,3,7,22,23
39,0,2,0,0,0,1,4,3
40,7,3,4,0,3,6,24,22
41,4,3,4,0,1,5,21,18
42,4,3,7,0,2,5,26,20
43,0,0,3,0,1,0,5,6
44,2,3,4,0,1,2,9,10
45,0,2,2,0,1,0,4,6
46,2,3,2,0,0,2,5,4
56,3,2,1,1,0,2,15,19
57,3,2,1,1,0,2,13,17
67,6,2,2,1,1,3,10,10
68,2,0,0,1,0,3,0,2
70,3,4,3,0,0,2,4,6
71,3,5,2,2,1,3,11,11
77,6,2,5,3,3,5,18,19
78,4,1,2,1,0,1,4,4
79,8,2,5,2,3,4,23,22
82,16,6,9,2,3,4,37,38
83,17,7,1,4,3,4,46,29
84,13,7,9,5,3,7,45,30
85,8,2,10,4,2,3,26,20
86,8,8,2,3,3,5,27,19
87,8,8,2,3,3,4,26,17
88,2,0,0,0,0,1,3,4
89,13,8,10,5,4,6,42,35
90,9,5,3,2,1,3,22,18
92,1,0,0,0,0,1,2,2
93,3,2,1,2,1,1,11,16
94,4,2,1,2,1,1,12,14
96,1,0,0,0,0,0,0,1
100,0,0,0,0,0,0,1,2
101,5,4,2,2,2,0,16,27
105,11,11,5,7,0,5,34,38
125,0,0,2,2,0,0,0,2
127,0,0,0,1,0,0,0,1
128,0,0,2,1,0,0,0,3
133,1,0,5,0,1,0,5,6
134,1,0,0,2,0,0,7,6
135,2,0,8,2,2,0,16,16
137,0,0,1,2,0,0,6,6
138,1,0,4,2,0,1,11,10
139,1,2,0,1,0,0,6,5
140,1,1,3,1,0,1,12,11
142,1,1,0,0,0,0,2,1
144,0,2,1,0,0,2,4,3
145,2,3,2,0,0,1,5,5
146,0,0,1,0,0,1,1,2
147,2,1,0,0,0,0,2,2
151,9,5,9,5,3,1,27,28
152,4,3,10,4,3,2,18,22
153,7,1,6,5,2,1,25,26
156,3,0,0,0,0,0,8,5
158,1,0,0,0,0,0,0,2
159,6,6,8,5,2,2,29,38
166,7,10,4,1,0,0,19,13
167,2,0,0,0,1,0,9,14
173,0,1,1,0,0,1,5,11
174,0,2,1,0,1,4,15,12
175,7,1,3,1,1,2,21,16
176,7,3,4,1,1,1,22,18
177,1,4,2,0,1,2,16,16
182,1,0,0,1,2,1,6,6
183,4,1,2,0,2,3,11,11
186,4,1,2,0,3,2,10,11
188,0,0,0,0,0,1,2,1
190,4,2,2,0,3,3,16,16
206,3,0,0,5,1,4,12,12
214,3,0,0,2,0,0,10,8
227,3,3,1,0,0,1,3,4
229,3,0,1,0,0,0,1,2
230,3,0,1,0,0,0,1,2
231,0,0,0,0,0,0,0,0
237,2,2,1,0,0,1,14,2
239,2,0,2,0,0,0,4,8
241,9,3,2,1,3,2,28,28
244,7,1,1,1,5,0,12,9
247,0,0,0,0,0,0,0,0
252,1,1,0,1,0,1,6,4
269,1,4,2,0,0,0,3,5
270,0,1,0,0,0,0,4,2
274,2,5,0,1,0,1,14,13
275,1,0,0,0,0,0,1,1
279,0,0,1,0,0,0,4,2
281,0,0,0,0,0,0,1,0
282,2,0,1,1,0,0,7,6
283,2,0,1,1,0,0,8,6
287,2,0,1,0,1,0,1,1
295,8,1,3,1,1,1,10,11
296,4,0,1,0,0,0,10,4
299,2,2,1,0,1,0,6,9
300,4,1,0,0,1,2,16,7
301,4,1,0,0,1,1,12,7
302,0,0,0,0,0,1,5,0
303,1,1,0,0,0,0,3,2
304,3,0,1,0,1,0,12,7
307,3,1,0,0,1,0,13,8
309,2,2,4,3,1,1,14,10
310,4,3,5,4,1,1,18,12
311,2,3,2,0,0,0,6,7
312,0,0,0,0,0,0,0,1
313,2,4,2,0,0,0,6,8
314,0,1,0,0,0,0,0,0
324,1,1,0,0,0,0,3,2
329,0,0,1,0,0,0,4,1
331,0,1,1,0,0,1,9,7
332,4,6,7,0,0,2,22,22
333,3,5,6,0,0,1,12,14
334,3,3,4,0,0,1,12,16
340,2,2,3,1,0,1,11,4
341,5,5,3,2,0,0,9,7
343,4,6,2,1,0,0,6,7
345,3,0,0,1,0,2,6,10
349,3,2,3,0,0,1,7,12
350,6,5,6,1,0,1,16,16
351,3,3,3,1,0,0,11,6
352,2,3,2,0,0,1,4,10
353,6,4,4,1,0,1,6,16
354,4,1,2,1,0,0,2,6
355,7,2,3,0,0,1,9,19
356,4,2,2,0,0,0,5,10
357,4,0,1,0,0,1,5,12
362,3,3,4,3,1,3,19,13
365,3,0,1,3,4,0,7,8
366,1,1,0,1,3,1,15,26
368,2,1,2,2,0,2,8,7
369,4,2,6,0,0,2,10,8
370,12,5,10,2,2,8,27,31
371,8,4,2,0,2,4,21,24
372,0,2,2,0,0,1,5,4
373,1,1,1,0,0,0,1,2
374,3,0,0,2,0,2,8,6
375,2,1,0,2,0,1,7,7
377,0,1,3,0,0,1,0,2
378,0,3,5,0,0,2,5,6
380,1,1,4,0,1,1,2,5
381,1,0,5,0,0,1,10,9
388,7,2,5,1,2,2,17,16
393,11,7,11,4,2,7,40,29
394,7,5,15,2,6,3,35,39
395,4,2,3,2,1,3,20,8
396,6,0,7,2,5,5,27,18
398,2,4,5,1,1,1,18,15
400,9,3,8,4,3,3,21,16
401,6,2,6,1,2,2,14,15
402,0,1,2,3,1,1,10,8
403,0,1,2,0,0,0,2,2
404,9,4,5,0,2,4,20,23
405,9,5,5,0,2,3,21,26
406,6,1,4,1,0,1,20,16
407,6,0,5,0,0,2,15,15
408,16,6,11,1,2,7,34,40
409,13,5,10,2,2,8,28,32
411,6,2,0,0,3,1,12,24
413,15,6,11,0,1,6,32,32
424,1,0,2,1,0,1,8,8
427,2,1,4,2,4,3,15,15
428,1,0,0,0,0,0,4,2
429,2,1,4,2,2,2,14,12
430,5,1,7,2,6,4,25,20
431,3,0,10,0,5,3,16,17
434,3,1,0,1,1,0,6,6
435,1,0,1,0,1,0,5,3
436,2,4,5,1,1,1,18,15
437,2,4,5,2,0,1,15,14
443,3,0,10,1,5,2,15,16
445,0,0,1,1,0,1,2,2
447,2,0,3,1,3,1,5,9
448,1,0,8,1,3,3,13,14
452,0,0,0,0,0,0,0,0
469,2,0,1,2,0,1,9,6
482,1,1,1,0,0,0,1,3
483,2,2,2,0,0,1,2,5
485,2,2,2,0,0,1,2,4
490,0,2,2,0,1,2,6,4
491,0,1,7,0,1,0,3,4
493,2,0,8,0,2,0,5,9
495,2,1,7,0,3,0,6,9
496,1,0,2,0,0,0,4,4
503,0,0,6,1,1,1,11,8
504,4,2,5,2,2,1,21,24
505,4,2,7,3,3,2,30,28
506,6,2,2,0,3,4,20,23
511,13,6,7,1,3,3,31,38
512,4,2,1,2,2,1,10,12
517,3,2,1,0,0,0,4,8
519,0,0,0,0,0,0,0,0
531,5,1,1,1,0,0,12,6
536,13,1,6,4,2,5,26,29
547,1,0,4,0,0,0,5,1
558,1,2,1,1,2,5,12,10
560,2,1,0,3,0,2,8,6
565,10,4,3,2,1,4,26,19
567,7,2,4,3,3,2,21,33
592,0,0,0,0,0,0,0,0
593,2,0,1,0,0,0,3,6
595,0,1,0,0,0,0,1,0
597,0,1,0,0,0,0,1,0
609,1,0,2,1,0,1,6,1
612,0,2,1,1,1,1,3,5
615,3,0,2,0,0,0,6,6
616,0,1,1,0,0,0,0,1
617,3,1,2,0,0,0,5,8
622,2,2,1,3,1,1,12,16
626,0,0,1,0,0,0,5,7
627,0,0,1,0,0,0,4,6
629,1,1,1,0,1,0,2,3
633,2,0,1,0,0,0,3,7
634,4,0,2,0,0,0,7,8
635,3,0,2,0,0,1,8,14
637,2,0,2,0,0,1,6,5
642,6,1,6,3,3,2,19,21
646,7,1,7,3,2,2,20,23
647,2,0,1,0,1,0,4,5
648,8,1,7,3,2,2,20,23
651,0,0,0,0,0,0,1,1
652,5,0,3,4,0,1,15,9
653,3,1,6,1,2,2,22,21
