edgeID,group1,group2,group3,group0,group4,group5,population,nullGroup
9,7,2,4,1,0,2,9,21
24,2,0,0,0,1,1,9,9
32,8,4,2,0,1,2,17,8
37,12,6,5,0,2,1,14,5
38,7,2,4,2,0,0,12,19
39,2,0,2,0,0,0,4,5
40,6,2,4,2,0,0,13,21
41,5,2,3,2,0,0,10,17
42,5,4,4,2,0,0,14,20
43,0,4,1,0,0,0,4,3
44,1,5,1,1,0,0,8,7
45,0,3,0,0,0,0,8,5
46,1,2,1,1,0,0,6,4
56,4,6,3,1,1,3,23,21
57,3,4,2,1,1,3,18,18
67,3,0,2,3,0,1,9,13
68,2,1,1,3,0,2,3,7
70,1,2,1,1,0,0,6,6
71,4,2,1,2,0,1,11,15
77,5,4,3,3,3,3,23,12
78,4,4,3,2,1,0,9,6
79,5,4,2,5,4,3,28,16
82,10,7,13,4,3,4,36,41
83,12,8,8,9,1,1,40,25
84,13,7,9,7,1,2,41,27
85,7,3,6,4,2,1,30,25
86,13,2,11,4,1,1,31,21
87,8,3,8,3,1,2,25,12
88,5,1,3,1,0,1,8,9
89,11,7,11,6,2,0,43,29
90,2,10,4,1,1,2,22,12
92,3,0,2,0,0,0,4,7
93,5,1,1,1,0,2,15,15
94,1,0,2,0,0,1,13,11
96,1,0,0,0,0,0,1,1
100,2,0,0,0,0,0,1,2
101,4,5,4,1,1,2,17,32
105,12,14,10,4,1,3,35,43
125,0,0,1,0,0,0,2,4
127,0,0,2,0,0,0,2,1
128,0,0,1,1,0,0,5,6
133,1,2,5,2,1,1,17,6
134,2,1,5,2,0,4,11,11
135,3,3,9,3,1,4,25,14
137,0,0,1,0,0,1,2,3
138,1,2,7,2,2,2,19,9
139,0,1,1,1,3,1,4,8
140,1,3,7,3,1,1,17,10
142,0,0,0,0,2,0,3,2
144,0,0,1,1,0,0,1,4
145,2,2,2,1,0,0,2,6
146,1,0,0,0,0,0,1,2
147,0,2,1,0,0,0,1,3
151,7,6,9,5,5,5,50,40
152,5,3,3,4,3,3,30,26
153,7,7,10,5,6,2,41,29
156,2,1,0,0,0,0,9,9
158,2,0,2,0,0,2,5,2
159,9,6,15,5,7,3,44,35
166,5,5,7,2,0,1,17,16
167,4,4,2,1,0,0,11,19
173,1,0,1,1,1,0,2,3
174,3,2,3,1,2,1,12,13
175,7,2,3,1,0,0,13,8
176,7,1,3,1,1,0,14,7
177,3,3,3,1,3,1,13,14
182,0,0,2,0,0,3,7,7
183,3,4,3,0,0,1,8,11
186,4,4,3,0,0,1,11,13
188,0,0,0,0,0,0,2,1
190,10,4,5,1,0,3,24,20
206,2,2,0,1,0,1,6,12
214,2,0,1,0,0,2,5,7
227,0,2,1,1,0,0,4,2
229,0,4,1,0,0,0,1,2
230,0,2,1,0,0,0,2,2
231,1,2,0,0,0,0,0,1
237,4,2,4,0,2,1,11,6
239,1,2,0,0,2,0,8,6
241,7,8,1,3,4,3,24,29
244,4,2,0,1,2,2,10,10
247,0,1,0,0,0,1,0,0
252,0,2,0,1,0,0,2,2
269,1,0,0,1,0,2,3,3
270,0,1,0,0,0,1,6,1
274,2,1,1,4,0,2,8,8
275,0,0,0,0,0,0,0,0
279,0,1,0,0,0,2,4,5
281,0,0,1,0,0,1,0,1
282,1,1,7,2,2,1,13,11
283,2,1,8,2,2,2,12,13
287,0,0,0,1,0,0,0,1
295,4,1,9,2,2,3,19,18
296,2,1,5,0,0,0,8,9
299,2,0,2,0,2,2,1,10
300,2,2,4,0,0,0,14,9
301,1,1,3,0,0,0,10,6
302,1,1,2,0,1,0,4,3
303,0,0,1,0,1,1,1,3
304,3,0,1,0,0,0,9,11
307,4,1,2,0,0,1,7,9
309,2,4,2,2,0,2,12,10
310,4,3,4,2,0,3,16,18
311,3,1,3,0,0,0,5,5
312,0,0,0,0,0,0,0,0
313,3,1,3,0,0,0,5,7
314,0,0,0,0,0,0,0,2
324,1,0,0,0,0,0,0,0
329,1,1,0,0,1,2,4,3
331,1,1,0,0,0,1,4,4
332,7,4,4,1,0,5,25,20
333,6,5,4,1,0,6,21,20
334,4,3,2,0,0,6,13,16
340,2,1,4,1,2,1,11,12
341,3,2,5,0,0,2,14,12
343,2,1,0,1,0,1,7,10
345,1,2,1,0,0,0,7,2
349,1,2,2,1,0,2,13,7
350,2,3,4,0,0,1,21,14
351,3,1,4,1,0,1,14,11
352,1,1,1,2,0,1,10,6
353,2,1,2,3,3,3,13,13
354,1,0,2,1,3,2,4,8
355,3,4,4,1,1,3,11,9
356,2,4,2,0,1,1,10,6
357,3,0,2,1,0,2,7,5
362,4,2,4,3,0,3,13,15
365,2,2,1,1,1,2,8,7
366,8,3,1,3,2,1,16,11
368,3,2,1,0,0,0,11,15
369,0,3,0,2,2,2,20,11
370,7,10,7,4,5,6,36,30
371,5,7,6,2,3,4,24,19
372,2,0,1,1,1,0,5,10
373,1,0,1,0,1,0,2,7
374,1,2,2,1,0,1,13,14
375,2,2,2,0,0,1,12,11
377,0,0,2,0,0,0,2,7
378,2,1,1,1,1,0,8,14
380,1,0,1,2,1,0,4,7
381,4,1,3,4,0,4,10,15
388,1,3,7,0,1,5,10,16
393,6,4,11,5,3,4,29,35
394,9,6,3,4,5,3,32,32
395,3,1,6,1,0,0,16,14
396,6,5,8,0,2,3,25,23
398,3,2,5,4,2,4,19,25
400,2,4,8,3,1,4,17,18
401,1,3,6,0,1,5,10,15
402,1,1,4,3,2,1,7,5
403,0,0,0,1,2,0,4,4
404,5,7,6,2,3,5,23,21
405,5,7,6,3,5,5,23,23
406,4,4,1,3,1,0,14,13
407,8,2,1,2,1,0,13,12
408,12,12,7,3,3,6,49,40
409,7,10,7,4,5,6,35,30
411,5,6,1,2,2,2,17,16
413,8,11,5,2,2,5,43,29
424,0,0,2,1,1,0,20,19
427,0,1,5,0,0,4,17,10
428,1,1,2,1,0,3,4,6
429,1,1,3,0,0,2,12,10
430,4,5,6,0,2,6,19,24
431,2,4,6,0,3,3,15,20
434,2,2,4,0,0,3,8,5
435,1,0,1,1,0,3,4,5
436,3,2,5,4,2,4,20,24
437,5,3,6,2,1,2,19,20
443,2,4,7,1,3,1,16,20
445,0,0,2,0,0,1,4,5
447,2,2,2,1,2,4,14,12
448,2,2,9,0,1,2,21,23
452,1,0,0,0,0,0,0,0
469,0,0,1,1,0,3,10,11
482,1,0,1,0,0,0,2,5
483,2,0,1,0,1,0,8,5
