edgeID,group2,group3,group4,group1,group5,group6,population,nullGroup
9,3,3,2,0,1,5,12,18
24,2,2,3,0,0,2,6,12
32,10,5,3,1,0,3,18,12
37,10,5,3,1,0,2,17,13
38,4,3,5,1,0,2,10,14
39,1,1,0,0,0,0,3,4
40,3,4,5,1,0,2,9,12
41,1,3,5,0,0,2,6,10
42,2,4,8,0,1,2,11,16
43,1,1,5,0,1,0,7,10
44,3,4,8,0,1,0,10,13
45,1,1,6,0,0,0,7,12
46,2,4,3,0,1,0,5,3
56,5,3,2,1,1,5,20,25
57,4,2,3,1,2,5,15,19
67,4,1,5,5,1,1,18,12
68,1,1,3,2,0,1,9,7
70,2,4,4,0,1,0,5,3
71,4,3,3,5,0,1,17,13
77,0,3,7,4,4,6,32,31
78,2,4,1,2,3,2,7,9
79,3,5,8,6,3,8,30,31
82,13,7,4,4,3,6,32,43
83,18,8,7,4,1,2,39,36
84,18,5,8,4,1,2,44,31
85,9,3,4,6,0,4,29,19
86,8,2,2,4,0,1,28,22
87,7,3,2,4,0,1,24,21
88,3,0,1,0,0,0,6,5
89,14,8,4,4,0,2,47,37
90,10,6,5,0,1,0,19,22
92,2,0,0,0,0,1,2,4
93,6,1,6,1,0,2,11,17
94,4,1,5,1,0,3,8,17
96,0,0,0,0,0,1,2,1
100,0,0,0,0,0,1,2,1
101,5,6,8,2,1,5,28,26
105,8,8,4,1,2,1,25,39
125,1,1,1,0,0,0,0,1
127,0,0,0,0,0,0,1,1
128,1,1,1,0,0,0,1,2
133,2,0,2,0,2,2,12,7
134,1,0,2,3,1,0,10,17
135,3,0,5,3,4,4,26,28
137,0,0,0,1,0,0,2,4
138,2,0,2,1,3,1,14,9
139,0,1,4,3,0,3,4,6
140,2,1,4,1,3,3,10,10
142,0,0,2,1,0,0,5,2
144,2,0,3,0,0,1,4,3
145,1,0,4,0,1,0,6,2
146,1,0,2,0,0,1,1,1
147,0,0,1,0,1,0,1,0
151,6,1,10,3,5,5,37,30
152,5,3,11,0,4,5,22,17
153,7,2,7,3,1,2,31,21
156,1,1,1,0,0,0,4,7
158,0,1,1,0,0,0,4,5
