,onlyDistance,onlyDistance,onlyAngular,onlyAngular,regions,regions,routeMarks,routeMarks,distantLandmarks,distantLandmarks,angularHeuristic,angularHeuristic,distanceHeuristic,distanceHeuristic,barriers,barriers
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
group,,,,,,,,,,,,,,,,
0,0.08646153846153845,0.050518338888987276,0.2850769230769231,0.09845088584201223,0.13353846153846155,0.04929099881421114,0.7716153846153847,0.10834092675557289,0.8747692307692307,0.07884811754902993,0.37907692307692314,0.14406969467267197,0.6596153846153846,0.08871822291346394,0.17246153846153847,0.10980635636171476
1,0.4498582089552237,0.0896436682813318,0.27685074626865663,0.08905726023712301,0.578783582089552,0.11202922295586412,0.4414701492537314,0.11814160550736244,0.7673432835820897,0.10562197484942192,0.4918283582089552,0.10695002881462759,0.4280074626865675,0.10219680970467908,0.562276119402985,0.11180463571912563
2,0.44398701298701315,0.10706300327948731,0.09042857142857141,0.03308538736576704,0.6957792207792206,0.1236124699228903,0.3919350649350649,0.1245088601436542,0.6647792207792207,0.0821677717869814,0.6584025974025978,0.12212916584935583,0.4234935064935064,0.10751164237771296,0.6923766233766232,0.1089736857373615
3,0.21065384615384616,0.0721891639002377,0.5618461538461538,0.1549646907673338,0.21680769230769237,0.06042120106768434,0.6865384615384615,0.10898925846861449,0.8325000000000001,0.0835556102245684,0.09626923076923077,0.055451281458453384,0.6553461538461538,0.10213596518668332,0.15873076923076923,0.06283283071280982
4,0.20975471698113202,0.07009633636327203,0.3944716981132075,0.14544792932571396,0.34222641509433965,0.10097612846407616,0.6885094339622642,0.17857024287394035,0.7735660377358489,0.08798634278506443,0.3346226415094341,0.12650299881138335,0.6142641509433961,0.08050541093697135,0.2736792452830189,0.08738437934359665
5,0.3268225806451613,0.07242192499140439,0.11893548387096778,0.03343938532248518,0.46888709677419355,0.06375339395368244,0.4050967741935484,0.12890366331355013,0.7798548387096775,0.08341793783864623,0.48325806451612896,0.10913759333135262,0.5143709677419356,0.08220012242641109,0.4509032258064515,0.08678704097517592
6,1.0,,,,,,,,,,,,,,,
population,1.0,,,,,,,,,,,,,,,
