edgeID,group0,group1,group2
1711,0,0,0
1712,0,0,0
1713,0,0,0
1724,0,0,0
1735,0,0,0
1736,0,0,0
1737,0,0,0
1738,0,0,0
1740,0,0,0
1742,0,0,0
1743,0,0,0
1746,2,2,1
1768,0,0,0
1774,0,0,0
1782,0,0,0
1783,0,0,0
1784,0,0,0
1792,0,0,0
1794,0,0,0
1795,0,0,0
1796,0,0,0
1798,0,0,0
1799,0,0,0
1802,0,0,0
1803,0,0,0
1804,0,0,0
1812,0,0,0
1815,0,0,0
1840,0,0,0
1851,0,0,0
1852,0,0,0
1861,0,0,0
1875,0,0,0
1879,0,0,0
1880,0,0,0
1882,0,0,0
1885,0,0,0
1886,0,0,0
1887,0,0,0
1888,0,0,0
1898,0,0,0
1909,0,0,0
1910,0,0,0
1914,0,0,0
1924,0,0,0
1925,0,0,0
1928,0,0,0
1929,0,0,0
1930,0,0,0
1932,0,0,0
1933,0,0,0
1955,0,0,0
1959,0,0,0
1960,0,0,0
1961,0,0,0
1962,0,0,0
1963,0,0,0
1970,0,0,0
1971,0,0,0
1974,0,0,0
1977,0,0,0
1978,0,0,0
1981,0,0,0
1986,0,0,0
1994,0,0,0
1997,0,0,0
1998,0,0,0
2003,0,0,0
2004,0,0,0
2005,0,0,0
2006,0,0,0
2007,0,0,0
2008,0,0,0
2010,0,0,0
2011,0,0,0
2012,0,0,0
2016,0,0,0
2017,0,0,0
2018,0,0,0
2019,0,0,0
2028,0,0,0
2030,0,0,0
2031,0,0,0
2038,0,0,0
2039,0,0,0
2040,0,0,0
2045,0,0,0
2046,0,0,0
2047,0,0,0
2054,0,0,0
2056,0,0,0
2063,0,0,0
2064,0,0,0
2065,0,0,0
2066,0,0,0
2068,0,0,0
2069,0,0,0
2071,0,0,0
2089,0,0,0
2094,0,0,0
2096,0,0,0
2098,0,0,0
2100,0,0,0
2101,0,0,0
2107,0,0,0
2108,0,0,0
2109,0,0,0
2113,0,0,0
2128,0,0,0
2129,0,0,0
2135,0,0,0
2139,0,0,0
2140,0,0,0
2141,0,0,0
2142,0,0,0
2146,0,0,0
2147,0,0,0
2151,0,0,0
2156,0,0,0
2164,0,0,0
2172,0,0,0
2178,0,0,0
2179,0,0,0
2181,0,0,0
2182,0,0,0
2184,0,0,0
2188,0,0,0
2193,0,0,0
2209,0,0,0
2210,0,0,0
2211,0,0,0
2215,0,0,0
2222,0,0,0
2227,0,0,0
2228,0,0,0
2244,0,0,0
2245,0,0,0
2247,0,0,0
2255,0,0,0
2256,0,0,0
2258,0,0,0
2263,0,0,0
2266,0,0,0
2270,0,0,0
2271,0,0,0
2272,0,0,0
2273,0,0,0
2275,0,0,0
2276,0,0,0
2277,0,0,0
2284,0,0,0
2305,0,0,0
2306,0,0,0
2313,0,0,0
2314,0,0,0
2341,0,0,0
2342,0,0,0
2350,0,0,0
2351,0,0,0
2369,0,0,0
2372,0,0,0
2373,0,0,0
2390,0,0,0
2393,0,0,0
2399,0,0,0
2434,0,0,0
2435,0,0,0
2436,0,0,0
2453,0,0,0
2459,0,0,0
2461,0,0,0
2462,0,0,0
2466,0,0,0
2472,0,0,0
2489,0,0,0
2494,0,0,0
2495,0,0,0
2503,0,1,0
2504,0,0,0
2512,0,0,0
2514,0,0,0
2529,0,0,0
2535,0,0,0
2538,0,0,0
2544,0,0,0
2545,0,0,0
2546,0,0,0
2557,0,0,0
2559,0,0,0
2562,0,0,0
2563,0,0,0
2574,0,0,0
2575,0,0,0
2578,0,0,0
2584,0,0,0
2594,0,0,0
2595,0,0,0
2600,0,0,0
2613,0,0,0
2637,0,0,0
2638,0,0,0
2645,0,0,0
2646,0,0,0
2650,2,2,1
2655,0,0,0
2663,0,0,0
2665,0,0,0
2667,0,0,0
2668,0,0,0
2669,0,0,0
2672,0,0,0
2673,0,0,0
2674,0,0,0
2675,0,0,0
2679,0,0,0
2702,0,0,0
2703,0,0,0
2704,0,0,0
2727,0,0,0
2733,0,0,0
2746,0,0,0
2763,0,0,0
2772,0,1,1
2773,0,1,1
2787,0,0,0
2790,0,0,0
2791,0,0,0
2792,0,0,0
2802,0,0,0
2806,0,0,0
2807,0,0,0
2808,0,0,0
2810,0,0,0
2813,0,0,1
2822,0,0,0
2823,0,0,0
2825,0,0,0
2830,0,0,0
2831,0,0,0
2836,0,1,1
2840,2,2,0
2842,0,0,0
2845,0,0,0
2850,0,0,1
2851,0,0,0
2852,0,0,1
2857,0,0,0
2864,0,0,0
2866,0,0,0
2884,0,0,0
2899,0,0,0
2905,0,0,1
2906,0,0,1
2907,0,0,0
2910,0,0,0
2913,0,0,0
2914,0,0,1
2916,0,0,0
2917,0,0,0
2918,0,0,0
2920,0,0,0
2923,0,0,0
2924,0,0,0
2925,0,0,0
2927,0,0,0
2928,0,0,0
2929,0,0,0
2930,0,0,0
2933,0,0,0
2934,0,0,0
2936,0,0,0
2939,0,0,0
2945,0,0,0
2946,0,0,0
2949,0,0,0
2952,0,0,0
2963,0,0,0
2966,0,0,0
2973,0,0,0
2979,0,0,0
2985,0,0,0
2986,0,0,0
2995,0,0,0
3011,0,0,0
3012,0,0,0
3013,0,0,0
3014,0,0,0
3015,0,0,0
3016,0,0,0
3026,0,0,0
3028,0,0,0
3029,0,0,0
3037,0,0,0
3041,1,0,0
3053,0,0,0
3057,0,0,0
3058,0,0,0
3062,0,0,0
3067,0,0,0
3070,0,0,0
3077,0,0,0
3080,0,0,0
3101,0,0,0
3111,0,0,0
3124,0,0,0
3125,0,0,0
3126,0,0,0
3135,0,0,0
3146,0,0,0
3149,0,0,0
3157,0,0,0
3159,0,0,0
3164,0,0,0
3165,0,0,0
3166,0,0,0
3167,0,0,0
3172,0,0,1
3177,0,0,1
3179,1,0,0
3187,0,0,0
3191,1,0,0
3192,0,0,0
3195,0,0,0
3197,0,0,0
3199,0,0,0
3217,0,0,0
3224,0,0,0
3226,0,0,0
3227,0,0,0
3228,0,0,0
3229,0,0,0
3231,0,0,0
3234,0,0,0
3236,0,0,0
3238,0,0,0
3242,0,0,0
3245,0,0,0
3248,0,0,0
3257,0,0,0
3259,0,0,0
3260,0,0,0
3261,0,0,0
3263,0,0,0
3269,0,0,0
3270,0,0,0
3276,0,0,0
3277,0,0,0
3284,0,0,0
3289,0,0,0
3293,0,0,0
3294,0,0,0
3302,0,0,0
3305,0,0,0
3306,0,0,0
3307,0,0,0
3328,0,0,0
3334,0,0,0
3335,0,0,0
3336,0,0,0
3338,0,0,0
3339,0,0,0
3353,0,0,0
3354,0,0,0
3358,0,0,0
3366,0,0,0
3371,0,0,0
3379,0,0,0
3396,0,0,0
3423,0,0,0
3437,0,0,0
3451,0,0,0
3453,0,0,0
3521,0,0,0
3538,0,0,0
3545,0,0,0
3550,0,0,0
3551,0,0,0
3552,0,0,0
3560,0,0,0
3561,0,0,0
3562,0,0,0
3563,0,0,0
3579,0,0,0
3583,0,0,0
3589,0,0,0
3592,0,0,0
3593,0,0,0
3601,0,0,0
3607,0,0,0
3608,0,0,0
3609,0,0,0
3610,0,0,0
3625,0,0,0
3627,0,0,0
3628,0,0,0
3629,0,0,0
3630,0,0,0
3631,0,0,0
3637,0,0,0
3650,0,0,0
3664,0,0,0
3665,0,0,0
3666,0,0,0
3668,0,0,0
3670,0,0,0
3681,0,0,0
3699,0,0,0
3701,0,0,0
3702,0,0,0
3724,0,0,0
3725,0,0,0
3726,0,0,0
3727,0,0,0
3739,0,0,0
3740,0,0,0
3741,0,0,0
3744,0,0,0
3747,0,0,0
3751,0,0,0
3752,0,0,0
3753,0,0,0
3757,0,0,0
3762,0,0,0
3763,0,0,0
3778,0,0,0
3781,0,0,0
3783,0,0,0
3799,0,0,0
3801,0,0,0
3809,0,0,0
3830,0,0,0
3835,0,0,0
3842,0,0,0
3851,0,0,0
3852,0,0,0
3881,0,0,0
3885,0,0,0
3893,0,0,0
3895,0,0,0
3902,0,0,0
3905,0,0,0
3913,0,0,0
3915,0,0,0
3921,0,0,0
3923,0,0,0
3924,0,0,0
3927,0,0,0
3929,0,0,0
3937,0,0,0
3938,0,0,0
3939,0,0,0
3940,0,0,0
3947,0,0,0
3949,0,0,0
3950,0,0,0
3958,0,0,0
3966,0,0,0
3969,0,0,0
3978,0,0,0
3988,0,0,0
3990,0,0,0
3991,0,0,0
3992,0,0,0
3993,0,0,0
3995,0,0,0
3997,0,0,0
3998,0,0,0
4003,0,0,0
4009,0,0,0
4010,0,0,0
4011,0,0,0
4072,0,0,0
4073,0,0,0
4074,0,0,0
4075,0,0,0
4076,0,0,0
4082,0,0,0
4084,0,0,0
4086,0,0,0
4089,0,0,0
4093,0,0,0
4095,0,0,0
4165,0,0,0
4176,0,0,0
4179,0,0,0
4181,0,0,0
4182,0,0,0
4187,0,0,0
4193,0,0,0
4210,0,0,0
4216,0,0,0
4218,0,0,0
4223,0,0,0
4241,0,0,0
4242,0,0,0
4243,0,0,0
4248,0,0,0
4251,0,0,0
4253,0,0,0
4265,0,0,0
4271,0,0,0
4283,0,0,0
4284,0,0,0
4285,0,0,0
4288,0,0,0
4289,0,0,0
4290,0,0,0
4291,0,0,0
4292,0,0,0
4293,0,0,0
4299,0,0,0
4300,0,0,0
4306,0,0,0
4307,0,0,0
4308,0,0,0
4310,0,0,0
4327,0,0,0
4330,0,0,0
4333,0,0,0
4334,0,0,0
4335,0,0,0
4337,0,0,0
4342,0,0,0
4343,0,0,0
4344,0,0,0
4345,0,0,0
4346,0,0,0
4347,0,0,0
4351,0,0,0
4363,0,0,0
4364,0,0,0
4365,0,0,0
4366,0,0,0
4369,0,0,0
4374,0,0,0
4376,0,0,0
4377,0,0,0
4378,0,0,0
4379,0,0,0
4389,0,0,0
4390,0,0,0
4393,0,0,0
4395,0,0,0
4399,0,0,0
4402,0,0,0
4405,0,0,0
4409,0,0,0
4412,0,0,0
4414,0,0,0
4415,0,0,0
4416,0,0,0
4417,0,0,0
4418,0,0,0
4425,0,0,0
4438,0,0,0
4469,0,0,0
4488,1,0,1
4492,4,2,0
4493,0,0,0
4494,0,0,0
4495,0,0,0
4499,0,0,0
4504,0,0,0
4527,0,0,0
4530,0,0,0
4531,0,0,0
4532,0,0,0
4533,0,0,0
4549,0,0,0
4554,0,0,0
4570,0,0,0
4576,0,0,0
4578,0,0,0
4580,0,0,0
4592,0,0,0
4594,0,0,0
4596,0,0,0
4597,0,0,0
4598,0,0,0
4605,0,0,0
4606,0,0,0
4607,0,0,0
4613,0,0,0
4616,0,0,0
4638,0,0,0
4639,0,0,0
4640,0,0,0
4645,0,0,0
4647,0,0,0
4660,0,0,0
4664,0,0,0
4669,0,0,0
4678,0,0,0
4690,0,0,0
4691,0,0,0
4727,0,0,0
4731,0,0,0
4733,0,0,0
4739,0,0,0
4740,0,0,0
4741,0,0,0
4743,0,0,0
4745,0,0,0
4746,0,0,0
4747,0,0,0
4748,0,0,0
4753,0,0,0
4755,0,0,0
4757,0,0,0
4760,0,0,0
4764,0,0,0
4772,0,0,0
4778,0,0,0
4781,0,0,0
4783,0,0,0
4791,0,0,0
4801,0,0,0
4816,0,0,0
4817,0,0,0
4825,0,0,0
4827,0,0,0
4832,0,0,0
4834,0,0,0
4837,0,0,0
4846,0,0,0
4847,0,0,0
4861,0,0,0
4869,0,0,0
4870,0,0,0
4871,0,0,0
4872,0,0,0
4877,0,0,0
4879,0,0,0
4882,0,0,0
4886,0,0,0
4891,0,0,0
4917,0,0,0
4919,0,0,0
4921,0,0,0
4929,0,0,0
4932,0,0,0
4933,0,0,0
4934,0,0,0
4939,0,0,0
4940,0,0,0
4941,0,0,0
4942,0,0,0
4945,0,0,0
4951,0,0,0
4954,0,0,0
4955,0,0,0
4956,0,0,0
4957,0,0,0
4960,0,0,0
4965,0,0,0
4974,0,0,0
4975,0,0,0
4976,0,0,0
4977,0,0,0
4978,0,0,0
4979,0,0,0
4983,0,0,0
4984,0,0,0
4985,0,0,0
4987,0,0,0
4993,0,0,0
5014,0,0,0
5015,0,0,0
5031,0,0,0
5033,0,0,0
5034,0,0,0
5054,0,0,0
5056,0,0,0
5062,0,0,0
5070,0,0,0
5080,0,0,0
5081,0,0,0
5082,0,0,0
5093,0,0,0
5094,0,0,0
5111,0,0,0
5112,0,0,0
5121,0,0,0
5127,0,0,0
5152,0,0,0
5162,0,0,0
5164,0,0,0
5165,0,0,0
5169,0,0,0
5170,0,0,0
5171,0,0,0
5172,0,0,0
5173,0,0,0
5181,0,0,0
5182,0,0,0
5186,0,0,0
5202,0,0,0
5203,0,0,0
5204,0,0,0
5205,0,0,0
5206,0,0,0
5215,0,0,0
5222,0,0,0
5228,0,0,0
5229,0,0,0
5230,0,0,0
5232,0,0,0
5237,0,0,0
5240,0,0,0
5256,0,0,0
5264,0,0,0
5265,0,0,0
5266,0,0,0
5270,0,0,0
5271,0,0,0
5274,0,0,0
5284,0,0,0
5287,0,0,0
5296,0,0,0
5301,0,0,0
5304,0,0,0
5306,0,0,0
5310,0,0,0
5312,0,0,0
5313,0,0,0
5314,0,0,0
5320,0,0,0
5321,0,0,0
5322,0,0,0
5329,0,0,0
5336,0,0,0
5341,0,0,0
5343,0,0,0
5362,0,0,0
5364,0,0,0
5366,0,0,0
5368,0,0,0
5370,0,0,0
5372,0,0,0
5374,0,0,0
5398,0,0,0
5403,0,0,0
5419,0,0,0
5420,0,0,0
5421,0,0,0
5441,0,0,0
5445,0,0,0
5449,0,0,0
5452,0,0,0
5454,0,0,0
5464,0,0,0
5473,0,0,0
5493,0,0,0
5498,0,0,0
5499,0,0,0
5502,0,0,0
5525,0,0,0
5528,0,0,0
5541,0,0,0
5542,0,0,0
5543,0,0,0
5561,0,0,0
5565,0,0,0
5586,0,0,0
5599,0,0,0
5602,0,0,0
5603,0,0,0
5604,0,0,0
5639,0,0,0
5651,0,0,0
5655,0,0,0
5671,0,0,0
5673,0,0,0
5676,0,0,0
5679,0,0,0
5683,0,0,0
5686,0,0,0
5688,0,0,0
5716,0,0,0
5723,0,0,0
5734,0,0,0
5735,0,0,0
5737,0,0,0
5743,0,0,0
5750,0,0,0
5752,0,0,0
5754,0,0,0
5759,0,0,0
5764,0,0,0
5777,0,0,0
5780,0,0,0
5781,0,0,0
5782,0,0,0
5784,0,0,0
5793,0,0,0
5794,0,0,0
5797,0,0,0
5800,0,0,0
5806,0,0,0
5811,0,0,0
5813,0,0,0
5815,0,0,0
5820,0,0,0
5826,0,0,0
5834,0,0,0
5835,0,0,0
5836,0,0,0
5837,0,0,0
5862,0,0,0
5868,0,0,0
5869,0,0,0
5870,0,0,0
5874,0,0,0
5875,0,0,0
5876,0,0,0
5879,0,0,0
5883,0,0,0
5886,0,0,0
5899,0,0,0
5917,0,0,0
5918,0,0,0
5919,0,0,0
5921,0,0,0
5928,0,0,0
5929,0,0,0
5932,0,0,0
5934,0,0,0
5951,0,0,0
5961,0,0,0
5964,0,0,0
5983,0,0,0
5984,0,0,0
5990,0,0,0
5996,0,0,0
6000,0,0,0
6010,0,0,0
6015,0,0,0
6016,0,0,0
6025,0,0,0
6026,0,0,0
6027,0,0,0
6031,0,0,0
6042,0,0,0
6046,0,0,0
6047,0,0,0
6055,0,0,0
6056,0,0,0
6081,0,0,0
6084,0,0,0
6085,0,0,0
6086,0,0,0
6087,0,0,0
6094,0,0,0
6099,0,0,0
6100,0,0,0
6101,0,0,0
6119,0,0,0
6120,0,0,0
6121,0,0,0
6131,0,0,0
6132,0,0,0
6141,0,0,0
6145,0,0,0
6146,0,0,0
6147,0,0,0
6155,0,0,0
6156,0,0,0
6188,0,0,0
6209,0,0,0
6227,0,0,0
6232,0,0,0
6237,0,0,0
6239,0,0,0
6240,0,0,0
6250,0,0,0
6263,0,0,0
6264,0,0,0
6279,0,0,0
6294,0,0,0
6297,0,0,0
6298,0,0,0
6299,0,0,0
6300,0,0,0
6301,0,0,0
6302,0,0,0
6303,0,0,0
6304,0,0,0
6325,0,0,0
6333,0,0,0
6334,0,0,0
6339,0,0,0
6340,0,0,0
6342,0,0,0
6343,0,0,0
6345,0,0,0
6347,0,0,0
6348,0,0,0
6349,0,0,0
6350,0,0,0
6352,0,0,0
6353,0,0,0
6355,0,0,0
6357,0,0,0
6364,0,0,0
6367,0,0,0
6368,0,0,0
6379,0,0,0
6381,0,0,0
6383,0,0,0
6385,0,0,0
6412,0,0,0
6417,0,0,0
6418,0,0,0
6421,0,0,0
6430,0,0,0
6431,0,0,0
6432,0,0,0
6436,0,0,0
6452,0,0,0
6488,0,0,0
6489,0,0,0
6498,0,0,0
6503,0,0,0
6504,0,0,0
6505,0,0,0
6507,0,0,0
6526,0,0,0
6527,0,0,0
6531,0,0,0
6534,0,0,0
6535,0,0,0
6553,0,0,0
6557,0,0,0
6558,0,0,0
6560,0,0,0
6561,0,0,0
6565,0,0,0
6595,0,0,0
6603,0,0,0
6625,0,0,0
6642,0,0,0
6645,0,0,0
6648,0,0,0
6670,0,0,0
6672,0,0,0
6682,0,0,0
6683,0,0,0
6701,1,0,0
6750,0,0,0
6756,0,0,0
6757,0,0,0
6766,0,0,0
6768,0,0,0
6769,0,0,0
6770,0,0,0
6772,0,0,0
6774,0,1,0
6783,0,0,0
6785,0,0,0
6794,0,0,0
6800,0,1,0
6801,0,1,0
6802,0,0,0
6810,0,0,0
6819,0,0,0
6820,0,0,0
6821,0,0,0
6823,0,0,0
6824,0,0,0
6843,0,0,0
6844,0,0,0
6845,0,0,0
6872,0,0,0
6873,0,0,0
6874,0,0,0
6881,0,0,0
6882,0,0,0
6895,0,0,0
6896,0,0,0
6897,0,0,0
6921,0,0,0
6922,0,0,0
6923,0,0,0
6932,0,0,0
6947,0,0,0
6948,0,0,0
6949,0,0,0
6959,0,0,0
6965,0,0,0
6968,0,0,0
6995,0,0,0
6997,0,0,0
7001,0,0,0
7023,0,0,0
7027,0,0,0
7034,0,0,0
7036,0,0,0
7042,0,0,0
7044,0,0,0
7055,0,0,0
7066,0,0,0
7075,0,0,0
7076,0,0,0
7082,0,0,0
7083,0,0,0
7084,0,0,0
7085,0,0,0
7086,0,0,0
7089,0,0,0
7090,0,0,0
7091,0,0,0
7097,0,0,0
7102,0,0,0
7103,0,0,0
7105,0,0,0
7107,0,0,0
7112,0,0,0
7122,0,0,0
7123,0,0,0
7124,0,0,0
7136,0,0,0
7142,0,0,0
7151,0,0,0
7152,0,0,0
7153,0,0,0
7158,0,0,0
7165,0,0,0
7167,0,0,0
7168,0,0,0
7169,0,0,0
7190,0,0,0
7198,0,0,0
7200,0,0,0
7205,0,0,0
7209,0,0,0
7211,0,0,0
7212,0,0,0
7213,0,0,0
7214,0,0,0
7215,0,0,0
7218,0,0,0
7222,0,0,0
7223,0,0,0
7229,0,0,0
7230,0,0,0
7231,0,0,0
7232,0,0,0
7233,0,0,0
7249,0,0,0
7250,0,0,0
7251,0,0,0
7252,0,0,0
7253,0,0,0
7256,0,0,0
7267,0,0,0
7272,0,0,0
7274,0,0,0
7300,0,0,0
7301,0,0,0
7307,0,0,0
7308,0,0,0
7321,0,0,0
7343,0,0,0
7345,0,0,0
7348,0,0,0
7349,0,0,0
7353,0,0,0
7357,0,0,0
7358,0,0,0
7359,0,0,0
7360,0,0,0
7361,0,0,0
7362,0,0,0
7363,0,0,0
7364,0,0,0
7365,0,0,0
7366,0,0,0
7367,0,0,0
7368,0,0,0
7369,0,0,0
7370,0,0,0
7376,0,0,0
7377,0,0,0
7378,0,0,0
7379,0,0,0
7386,0,0,0
7389,0,0,0
7392,0,0,0
7395,0,0,0
7396,0,0,0
7397,0,0,0
7399,0,0,0
7405,0,0,0
7406,0,0,0
7434,0,0,0
7437,0,0,0
7440,0,0,0
7443,0,0,1
7444,0,0,0
7449,0,0,0
7456,0,0,0
7457,0,0,0
7459,0,0,0
7461,0,0,0
7463,0,0,0
7465,0,0,0
7468,0,0,0
7469,0,0,0
7470,0,0,0
7471,0,0,0
7472,0,0,0
7473,0,0,0
7476,0,0,0
7513,0,0,0
7522,0,0,0
7523,0,0,0
7540,0,0,0
7547,0,0,0
7548,0,0,0
7550,0,0,0
7551,0,0,0
7552,0,0,0
7577,0,0,0
7578,0,0,0
7579,0,0,0
7580,0,0,0
7594,0,0,0
7600,0,0,0
7601,0,0,0
7604,0,0,0
7621,0,0,0
7622,0,0,0
7628,0,0,0
7640,0,0,0
7641,0,0,0
7649,0,0,0
7654,0,0,0
7671,0,0,0
7674,0,0,0
7704,0,0,0
7708,0,0,0
7709,0,0,0
7742,0,0,0
7744,0,0,0
7747,0,0,0
7748,0,0,0
7756,0,0,0
7758,0,0,0
7765,0,0,0
7787,0,0,0
7788,0,0,0
7789,0,0,0
7792,0,0,0
7797,0,0,0
7810,0,0,0
7811,0,0,0
7813,0,0,0
7814,0,0,0
7815,0,0,0
7816,0,0,0
7825,0,0,0
7826,0,0,0
7827,0,0,0
7835,0,0,0
7840,0,0,0
7843,0,0,0
7847,0,0,0
7848,0,0,0
7852,0,0,0
7859,0,0,0
7867,0,0,0
7876,0,0,0
7877,0,0,0
7880,0,0,0
7881,0,0,0
7900,0,0,0
7901,0,0,0
7916,0,0,0
7918,0,0,0
7920,0,0,0
7921,0,0,0
7926,0,0,0
7937,0,0,0
7938,0,0,0
7939,0,0,0
7946,0,0,0
7950,0,0,0
7957,0,0,0
7963,0,0,0
7964,0,0,0
7971,0,0,0
7985,0,0,0
8003,0,0,0
8005,0,0,0
8014,0,0,0
8015,0,0,0
8021,0,0,0
8029,0,0,0
8031,0,0,0
8037,0,0,0
8043,2,2,1
8048,0,0,0
8063,0,0,0
8072,0,0,0
8106,0,0,0
8121,0,0,0
8124,0,0,0
8125,0,0,0
8126,0,0,0
8217,0,0,0
8244,0,0,0
8246,0,0,0
8264,0,0,0
8265,0,0,0
8266,0,0,0
8287,0,0,0
8293,0,0,0
8298,0,0,0
