edgeID,AC,RB,BB,RBB
1,1,0,0,1
2,1,0,0,1
3,2,3,1,2
4,2,3,1,2
5,0,0,1,0
7,2,1,0,0
9,0,0,0,0
11,12,13,5,6
12,10,12,4,5
13,1,1,0,0
17,5,5,5,10
41,3,8,4,6
51,0,2,0,3
54,13,8,10,22
67,0,0,0,1
68,0,0,0,1
69,0,0,0,0
71,3,8,5,7
74,0,0,0,3
75,0,0,0,0
76,0,0,0,0
77,0,0,0,0
82,5,2,4,2
118,2,4,3,3
119,0,2,2,2
121,2,2,1,1
124,20,40,86,23
145,13,8,20,29
147,0,0,1,3
173,30,29,18,18
174,29,30,18,18
231,0,0,2,5
232,1,1,0,0
233,0,0,1,4
240,1,0,5,4
242,19,19,19,22
244,0,0,0,0
245,19,19,19,22
271,2,3,7,5
272,3,4,7,4
273,1,1,0,1
282,1,1,0,1
283,3,4,7,4
284,6,9,10,8
286,47,5,47,14
287,48,12,44,14
302,1,2,3,1
305,0,1,2,3
306,2,1,4,9
316,5,4,1,3
317,2,4,10,16
318,0,2,1,1
402,2,2,1,1
417,0,0,0,0
421,0,0,0,0
423,0,0,0,0
447,1,3,2,4
448,1,3,0,0
449,2,6,2,4
475,4,11,2,14
478,0,1,16,8
492,1,1,1,0
493,2,2,2,0
494,1,1,1,0
495,0,0,0,0
496,0,0,0,0
497,0,0,0,0
501,0,0,0,1
502,11,9,4,8
503,11,9,4,9
506,1,1,1,2
508,1,1,1,1
526,0,4,6,7
527,0,3,2,2
530,1,5,13,13
531,1,2,5,7
538,1,1,1,1
570,1,1,1,2
572,0,0,0,0
576,1,4,1,3
596,0,0,0,0
602,0,0,0,0
603,0,0,0,0
606,3,2,1,4
613,0,0,0,0
614,10,10,16,16
615,10,10,16,16
622,1,2,2,1
628,0,0,0,1
630,0,0,0,0
632,1,1,1,2
637,0,0,0,0
640,3,3,4,2
645,7,9,15,10
655,9,8,36,15
662,2,3,18,7
667,3,2,25,8
671,1,1,6,5
686,0,0,3,1
696,9,4,13,12
697,0,0,2,0
698,0,0,2,0
699,0,0,0,0
700,0,11,0,11
702,0,11,0,11
703,1,1,1,2
707,0,0,0,0
708,0,11,0,11
711,0,0,0,1
712,0,0,0,1
714,3,3,22,10
719,3,2,4,4
720,16,17,15,18
722,1,3,5,3
726,1,1,4,2
727,0,0,3,2
732,1,0,2,4
735,3,13,9,21
737,1,6,1,6
738,0,1,0,1
741,8,42,10,39
743,1,2,15,6
747,6,8,15,2
753,1,1,0,0
754,0,0,0,0
755,0,0,1,1
759,1,2,6,3
760,2,3,3,2
762,0,0,11,2
777,1,0,1,0
778,0,1,1,1
781,0,0,0,0
782,1,0,1,0
803,0,0,0,0
805,2,2,2,0
807,1,3,7,4
819,16,7,16,6
820,15,7,15,6
825,1,0,11,2
836,3,2,9,2
848,1,1,3,3
852,0,2,6,2
859,2,5,7,4
860,3,6,6,3
865,0,0,0,1
866,3,0,12,10
867,3,0,12,9
876,9,11,5,5
878,3,2,3,3
879,4,3,4,3
891,1,1,4,1
892,1,1,5,1
893,0,0,1,0
894,6,6,5,5
895,6,6,4,5
901,49,19,46,28
902,0,5,0,2
903,49,14,46,26
906,0,0,1,0
907,0,1,0,2
908,52,14,44,17
909,49,12,41,16
914,0,2,1,4
915,0,1,1,1
916,49,21,45,34
917,49,22,45,31
928,1,1,3,1
935,6,6,6,5
937,0,0,0,0
940,3,2,1,0
941,0,0,0,0
942,3,2,1,0
948,2,0,1,2
954,0,2,0,0
957,18,2,13,13
958,18,2,13,13
973,1,0,5,1
978,4,3,4,6
980,0,0,1,1
1032,1,1,0,0
1036,0,0,0,0
1038,4,3,4,3
1069,0,0,0,1
1070,0,0,0,0
1072,48,13,45,15
1074,47,12,44,14
1075,0,0,0,0
1077,0,0,1,4
1099,15,11,27,16
1100,3,4,9,5
1101,12,9,18,11
1112,1,1,2,0
1128,34,28,45,30
1151,0,0,2,1
1152,0,0,2,1
1153,0,0,0,0
1154,0,0,0,0
1162,0,0,0,0
1163,26,23,20,22
1164,26,23,20,22
1206,1,1,0,1
1207,1,1,1,0
1212,0,0,1,0
1219,24,21,30,21
1224,11,23,14,28
1233,5,6,12,6
1253,9,2,14,2
1308,4,4,4,5
1309,5,5,4,8
1310,1,1,0,3
1319,2,5,17,14
1329,0,0,0,0
1330,0,0,0,0
1331,0,0,0,0
1332,1,0,0,0
1333,0,0,0,0
1334,1,0,0,0
1335,2,4,8,4
1336,1,3,7,3
1337,0,0,0,0
1374,0,0,0,0
1375,0,0,2,2
1389,0,0,0,0
1390,2,5,15,19
1391,2,1,6,4
1393,1,5,18,16
1396,0,0,0,0
1397,18,6,7,4
1401,1,10,9,4
1402,1,10,9,4
1413,1,1,1,4
1416,17,9,24,9
1424,2,6,7,15
1426,26,24,33,27
1431,4,9,15,20
1522,0,0,0,0
1534,0,0,0,0
1572,0,2,1,2
1597,4,13,7,18
1615,1,0,3,3
1616,0,0,1,0
1617,1,0,2,3
1624,0,2,0,0
1625,8,10,6,10
1626,8,8,6,10
1627,0,0,0,0
1628,0,0,0,0
1629,0,0,0,0
1661,0,1,1,2
1665,2,1,2,2
1668,0,1,0,0
1669,22,25,11,11
1670,23,27,12,12
1674,0,0,0,0
1675,0,2,0,0
1676,0,2,0,0
1681,0,5,4,4
1682,0,6,3,4
1683,1,0,0,1
1687,1,0,0,1
1688,1,0,0,1
1689,0,0,0,0
1690,0,3,0,4
1692,1,3,0,5
1716,5,4,4,6
1717,5,6,4,6
1724,1,3,6,3
1725,1,1,1,1
1731,0,0,0,0
1732,0,0,0,0
1733,2,2,1,1
1734,1,1,0,0
1735,1,1,1,1
1736,5,6,5,2
1747,0,0,0,0
1748,0,0,0,0
1749,0,0,0,0
1757,1,16,11,12
1765,0,1,0,0
1767,25,22,19,21
1770,0,0,0,0
1771,0,0,0,0
1774,1,0,1,0
1785,5,6,4,2
1791,0,2,0,5
1795,0,0,0,0
1804,2,3,0,3
1805,2,3,1,4
1807,0,1,0,0
1808,9,23,12,19
1809,4,7,1,9
1810,6,16,12,11
1817,16,23,9,2
1822,1,1,4,1
1825,0,0,0,0
1829,0,3,5,4
1830,32,11,39,7
1831,32,8,44,3
1838,9,6,8,13
1839,0,2,4,0
1840,9,8,10,13
1841,1,1,3,9
1857,0,0,0,0
1858,1,1,1,3
1863,4,6,6,2
1866,3,12,8,5
1867,3,4,4,6
1869,0,0,0,0
1870,4,3,4,3
1871,0,0,0,1
1872,4,3,4,3
1873,0,0,0,1
1881,8,29,8,24
1884,5,4,3,6
1885,5,4,3,6
1886,0,0,0,0
1887,2,3,13,15
1888,2,3,8,5
1889,0,0,9,10
1890,3,4,4,8
1891,3,4,4,9
1892,0,0,0,1
1894,2,1,2,7
1895,0,1,0,0
1909,6,4,12,10
1910,46,27,48,25
1912,0,0,0,1
1913,0,0,0,1
1914,6,6,8,6
1915,7,5,7,5
1917,6,5,6,9
1918,10,11,11,9
1921,1,0,5,0
1923,3,9,7,5
1924,3,6,3,2
1925,8,11,12,15
1926,9,11,15,17
1934,0,0,0,0
1935,6,9,7,15
1936,6,9,7,15
1942,6,4,9,2
1948,0,0,0,0
1949,0,0,0,0
1950,1,1,1,1
1951,1,1,1,2
1956,1,1,1,1
1958,4,4,4,3
1964,10,10,58,35
1965,10,8,66,66
1973,0,0,0,0
1974,0,0,0,0
1976,4,5,8,4
1977,0,0,0,0
1981,4,2,4,2
2004,3,2,4,2
2030,8,10,15,21
2033,3,6,6,6
2036,3,6,6,7
2040,4,5,0,6
2044,7,7,15,5
2050,1,1,1,1
2052,3,3,3,3
2053,1,0,1,0
2054,2,3,2,3
2056,1,1,0,1
2057,8,3,10,9
2058,9,4,10,10
2061,1,1,0,0
2062,1,0,1,0
2065,0,0,0,1
2069,0,0,2,3
2074,0,0,0,0
2076,0,1,0,1
2078,2,3,2,3
2092,5,10,14,26
2097,2,3,2,2
2098,0,0,0,0
2099,0,1,0,0
2106,2,0,1,0
2115,0,0,0,0
2116,1,1,1,1
2117,3,3,3,3
2123,0,0,0,1
2127,4,4,4,4
2130,0,0,0,0
2131,0,0,0,0
