RD,AC,RL,AL,LL,GL,edgeID
1,3,1,1,1,3,0
1,0,0,0,0,0,1
4,1,0,1,0,1,3
3,0,0,0,0,0,4
1,1,0,1,0,1,5
0,0,1,0,0,0,8
0,3,1,1,1,3,11
0,0,1,0,1,0,14
0,0,2,0,0,0,20
0,0,1,0,0,0,21
0,0,3,0,0,0,22
4,0,1,0,1,0,24
6,2,4,1,4,0,25
4,0,1,0,1,0,26
6,2,4,1,4,0,27
16,4,2,1,6,2,30
18,4,2,1,7,1,31
3,1,1,1,2,4,32
4,0,2,0,3,0,33
2,0,3,0,2,0,34
2,0,3,0,1,0,35
0,0,7,0,0,0,37
0,0,8,0,0,0,38
1,0,1,0,1,1,41
0,1,0,1,1,2,42
0,0,0,0,0,1,43
2,0,2,0,2,0,55
0,0,0,0,2,0,56
2,0,2,0,0,0,57
1,0,1,0,1,0,59
0,0,1,0,0,0,65
0,0,3,0,0,0,66
0,0,4,0,0,0,67
0,0,2,0,2,0,68
0,0,1,0,0,0,69
0,0,3,0,2,0,70
0,0,3,0,0,0,74
0,0,2,0,2,0,75
0,0,3,0,2,0,78
4,1,5,2,3,0,90
0,0,1,0,0,0,92
0,0,4,0,0,0,94
0,0,0,0,0,0,107
0,0,0,1,0,5,108
0,0,0,1,0,1,112
0,0,0,0,0,0,119
0,0,1,0,0,0,121
0,0,0,0,0,0,123
3,1,5,1,3,0,124
0,0,0,0,0,0,129
0,0,0,0,0,0,130
2,0,0,0,1,0,135
2,0,0,0,1,0,136
4,10,9,10,7,0,142
0,0,0,0,0,0,143
4,10,9,10,7,0,144
0,0,0,0,0,0,153
0,0,0,0,0,0,154
0,0,0,0,0,0,155
0,0,0,0,0,0,167
0,0,0,0,0,0,168
0,0,0,0,0,0,169
0,0,0,0,0,0,170
0,0,0,0,0,0,172
0,0,0,0,0,0,174
0,0,0,0,0,3,181
0,0,0,0,0,3,182
0,0,0,0,0,0,190
0,0,0,0,0,0,191
0,0,0,0,0,0,195
0,0,0,0,0,0,196
0,0,0,0,0,0,197
0,0,1,0,0,0,198
4,4,7,9,4,0,202
1,1,4,2,4,1,205
1,0,2,1,4,0,206
0,1,2,1,0,1,207
4,1,5,1,2,0,208
