RD,AC,RL,AL,LL,GL,edgeID
0,2,0,1,0,4,0
0,0,0,0,0,0,1
1,0,1,0,2,0,3
1,0,1,0,2,0,4
0,0,0,0,0,0,5
0,0,1,0,0,0,8
0,2,0,1,0,4,11
0,0,0,0,0,0,14
0,0,1,0,0,0,20
0,0,0,0,0,0,21
0,0,1,0,0,0,22
2,0,1,1,2,0,24
3,3,1,1,1,0,25
2,0,1,0,2,0,26
3,3,1,0,1,0,27
19,1,7,2,5,2,30
22,3,7,3,8,2,31
3,2,0,1,3,4,32
1,0,0,0,1,0,33
0,0,1,0,1,0,34
1,0,1,0,0,0,35
0,0,6,0,0,0,37
0,0,6,0,0,0,38
1,0,2,0,2,1,41
1,0,1,1,1,3,42
0,0,0,1,0,0,43
4,1,4,2,3,1,55
1,0,0,1,0,0,56
3,1,4,1,3,1,57
1,0,0,0,0,3,59
0,0,2,0,0,0,65
0,0,0,0,0,0,66
0,0,2,0,0,0,67
0,0,1,0,0,0,68
0,0,2,0,0,0,69
0,0,3,0,0,0,70
0,0,2,0,0,0,74
0,0,1,0,0,0,75
0,0,1,0,0,0,78
6,1,2,1,6,0,90
0,0,0,0,0,0,92
0,0,2,0,0,0,94
0,0,0,0,0,0,107
0,0,0,0,0,6,108
0,0,0,0,0,0,112
0,0,0,0,0,0,119
0,0,0,0,0,0,121
0,0,0,0,0,0,123
1,0,4,1,2,2,124
0,0,0,0,0,0,129
0,0,0,0,0,0,130
1,0,0,0,1,0,135
1,0,0,0,1,0,136
7,8,11,17,11,2,142
0,0,0,0,0,0,143
6,7,10,16,10,1,144
0,0,0,0,0,0,153
0,0,0,0,0,0,154
0,0,0,0,0,0,155
0,0,0,0,0,0,167
0,0,0,0,0,0,168
0,0,0,0,0,0,169
0,0,0,0,0,0,170
0,0,0,0,0,0,172
0,0,0,0,0,0,174
0,0,0,0,0,0,181
0,0,0,0,0,0,182
0,0,0,0,0,0,190
0,0,0,0,0,0,191
1,0,1,0,0,1,195
1,0,1,0,0,1,196
0,0,0,0,0,0,197
1,0,0,0,0,0,198
3,3,3,4,4,0,202
2,0,2,0,3,2,205
2,0,1,0,3,2,206
0,0,1,0,0,0,207
1,0,4,1,2,0,208
1,0,4,1,2,0,209
0,1,1,1,1,6,211
0,1,1,1,0,6,213
0,0,0,0,0,0,226
7,8,2,10,7,0,227
7,8,2,10,7,0,228
0,0,0,0,0,0,239
0,0,1,0,0,0,240
0,0,1,0,0,0,241
0,0,0,0,0,0,243
