RD,AC,RL,AL,LL,GL,edgeID
0,3,0,0,0,6,0
1,0,0,0,0,1,1
0,0,2,0,3,0,3
0,0,2,0,3,0,4
0,0,0,0,0,0,5
0,0,1,1,0,0,8
1,3,0,0,0,7,11
0,0,0,0,0,0,14
0,0,1,1,0,0,20
0,0,0,0,0,0,21
0,0,1,1,0,0,22
1,1,2,0,3,0,24
7,1,3,1,4,0,25
1,1,3,0,3,0,26
7,1,4,1,4,0,27
18,3,9,4,8,0,30
23,4,10,4,11,3,31
5,1,1,0,3,3,32
2,0,0,0,0,0,33
2,0,0,0,0,0,34
0,0,0,0,0,0,35
0,0,4,0,0,0,37
0,0,4,0,0,0,38
1,0,0,0,0,0,41
0,1,1,1,1,2,42
1,1,1,1,1,2,43
5,0,4,1,4,0,55
2,0,2,1,1,0,56
3,0,2,0,3,0,57
0,0,0,0,0,1,59
0,0,1,0,0,0,65
0,0,1,0,0,1,66
0,0,2,0,0,1,67
1,1,3,1,2,0,68
0,0,1,0,0,0,69
0,0,3,0,1,1,70
0,0,1,0,0,0,74
0,0,2,0,1,1,75
0,0,3,0,1,0,78
2,0,5,2,3,2,90
0,0,1,0,0,0,92
0,0,2,0,0,0,94
0,0,0,0,0,0,107
0,3,0,2,0,6,108
0,0,0,0,0,0,112
0,0,0,0,0,0,119
0,0,1,0,0,0,121
0,0,1,0,0,2,123
2,1,5,0,0,1,124
0,0,0,0,0,0,129
0,0,0,0,0,0,130
1,0,0,0,0,0,135
1,0,0,0,0,0,136
0,5,6,16,4,0,142
0,0,1,0,0,0,143
0,5,5,16,4,0,144
0,0,0,0,0,0,153
0,0,0,0,0,0,154
0,0,0,0,0,0,155
0,0,0,0,0,0,167
0,0,0,0,0,0,168
0,0,0,0,0,0,169
0,0,0,0,0,0,170
0,0,1,0,0,0,172
0,0,1,0,0,0,174
1,1,0,0,0,3,181
1,1,1,0,0,3,182
0,0,0,1,1,0,190
0,0,0,1,1,0,191
0,0,0,0,0,0,195
0,0,0,0,0,0,196
0,0,0,0,0,0,197
0,0,0,0,0,0,198
1,6,7,8,2,0,202
1,0,4,0,4,0,205
1,0,3,0,4,1,206
0,0,1,0,0,1,207
3,2,6,1,2,1,208
2,1,5,0,1,2,209
0,6,0,3,1,9,211
0,5,0,2,1,9,213
0,0,0,0,0,0,226
6,1,2,4,5,0,227
6,1,2,4,5,0,228
0,0,0,0,0,0,239
0,0,0,0,0,0,240
0,0,0,0,0,0,241
0,0,0,0,0,0,243
0,0,2,0,2,0,245
0,0,0,0,2,0,246
0,0,2,0,0,0,247
0,0,0,0,0,0,251
0,0,1,1,0,0,252
0,0,1,1,0,0,253
3,0,4,0,2,0,264
1,0,2,2,1,5,268
2,0,3,2,1,5,269
1,0,1,0,0,0,270
0,0,0,0,0,0,275
0,0,0,0,0,0,276
0,0,3,0,0,0,278
0,0,3,0,0,0,279
0,3,1,0,0,1,282
0,0,0,0,0,0,283
0,0,3,0,0,0,286
0,0,0,0,0,0,289
0,0,0,0,0,0,292
0,1,0,0,0,0,295
0,0,0,1,0,0,330
0,0,1,0,1,2,344
0,0,0,0,0,1,347
2,1,4,0,0,2,349
1,0,3,2,3,0,361
0,0,0,0,0,4,370
1,1,3,3,4,5,373
0,0,0,0,0,0,381
0,6,6,18,5,2,390
1,1,3,4,5,14,393
2,0,5,0,5,0,398
1,1,5,1,4,0,416
0,1,2,0,1,1,423
0,0,0,0,0,3,426
1,1,1,1,1,2,444
0,0,0,0,0,6,450
0,0,0,0,0,0,456
