RD,AC,RL,AL,LL,GL,edgeID
1,4,1,2,1,5,0
0,0,0,0,0,0,1
2,0,3,0,2,0,3
2,0,3,0,2,0,4
0,0,0,0,0,0,5
0,0,1,0,0,0,8
1,4,1,2,1,5,11
0,0,0,0,0,0,14
0,0,2,0,0,1,20
0,0,2,0,0,0,21
1,1,3,1,1,0,22
1,0,2,0,1,0,24
5,1,5,3,4,0,25
2,0,2,1,1,0,26
4,1,5,4,4,0,27
19,3,6,4,9,1,30
22,3,7,4,11,1,31
3,0,1,0,2,2,32
3,1,1,0,2,0,33
1,0,3,0,2,0,34
2,1,2,0,0,0,35
0,0,1,0,0,0,37
0,0,3,0,0,0,38
0,0,0,0,0,0,41
1,1,1,1,1,1,42
1,1,1,1,1,2,43
6,2,6,3,5,0,55
3,2,1,3,4,0,56
3,0,5,0,1,0,57
0,0,0,0,0,0,59
0,0,0,0,0,0,65
0,0,1,0,0,0,66
0,0,1,0,0,0,67
0,0,1,0,0,1,68
0,0,0,0,0,0,69
0,0,1,0,0,1,70
0,0,2,0,0,0,74
0,0,1,0,0,1,75
0,0,2,0,0,1,78
4,2,3,4,3,0,90
0,0,1,0,0,0,92
0,0,1,0,0,0,94
0,0,0,0,0,0,107
0,1,0,1,0,6,108
1,0,0,0,1,0,112
0,0,1,0,0,0,119
0,0,0,0,0,0,121
1,0,0,0,1,0,123
2,1,0,0,1,1,124
0,0,1,0,0,0,129
0,0,0,0,0,0,130
4,2,0,1,3,0,135
4,2,0,1,3,0,136
2,9,9,22,7,4,142
0,0,1,0,1,0,143
2,9,10,22,8,4,144
0,0,0,0,0,0,153
0,0,0,0,0,0,154
0,0,0,0,0,0,155
0,0,0,0,0,0,167
0,0,0,0,0,0,168
0,0,0,0,0,0,169
0,0,0,0,0,0,170
0,0,1,0,1,0,172
0,0,1,0,1,0,174
0,0,1,2,1,2,181
0,0,0,2,0,2,182
0,0,0,1,0,0,190
0,0,0,1,0,0,191
2,0,1,0,0,0,195
2,0,1,0,0,0,196
0,0,0,0,0,0,197
1,0,1,0,0,1,198
1,4,9,7,5,0,202
1,0,1,1,1,2,205
2,0,1,1,2,2,206
0,1,1,1,0,1,207
1,1,1,0,0,0,208
1,1,1,0,0,0,209
0,1,0,0,0,6,211
0,1,0,0,0,6,213
1,1,1,1,1,0,226
5,7,2,7,5,0,227
4,6,1,6,4,0,228
0,0,0,0,0,0,239
0,0,0,0,1,0,240
0,0,0,0,1,0,241
0,0,0,0,0,0,243
1,0,6,0,1,0,245
1,0,3,0,1,0,246
0,0,3,0,0,0,247
0,0,0,0,0,0,251
0,0,2,0,1,0,252
0,0,2,0,1,0,253
2,0,3,1,3,0,264
0,0,0,0,2,2,268
0,0,0,0,2,2,269
0,0,0,0,0,0,270
0,0,0,0,0,0,275
0,0,0,0,0,0,276
1,0,2,0,0,0,278
1,0,2,0,0,0,279
0,3,0,1,0,0,282
1,2,2,1,1,0,283
1,0,2,0,1,0,286
2,1,2,3,2,1,289
0,1,0,1,0,0,292
0,1,0,1,0,0,295
1,2,0,2,0,0,330
0,0,0,0,0,0,344
0,0,0,0,0,1,347
1,1,1,0,0,0,349
0,0,1,0,3,0,361
0,0,1,0,0,1,370
0,0,2,0,3,1,373
0,0,0,0,0,0,381
2,9,9,22,7,6,390
0,0,2,0,3,13,393
2,0,0,0,1,0,398
1,0,1,0,0,0,416
0,1,0,2,1,1,423
0,0,0,0,0,3,426
0,0,0,0,0,4,444
0,0,0,0,0,3,450
0,0,0,0,0,0,456
0,1,1,1,0,2,457
0,1,1,1,0,2,458
1,1,2,1,1,1,463
0,0,1,0,0,0,466
0,0,1,0,0,0,467
0,0,0,0,0,0,469
0,0,0,0,0,4,476
3,34,2,17,3,27,494
0,0,0,0,0,0,502
0,0,0,0,0,0,503
0,0,0,10,0,12,512
0,0,12,0,3,1,513
0,0,12,10,3,13,514
0,0,4,0,0,1,516
0,0,0,0,0,2,528
0,0,1,0,1,1,532
0,0,2,0,0,1,533
0,0,1,0,1,0,534
0,0,12,0,3,0,536
0,0,0,0,0,1,537
0,0,2,0,1,6,550
0,0,3,0,1,11,551
0,0,1,0,0,5,552
0,0,0,0,0,6,553
2,2,3,2,2,1,554
0,0,3,1,1,3,559
0,0,0,0,0,0,572
1,1,1,0,0,0,573
1,0,2,0,0,1,575
1,0,0,0,0,0,576
0,4,4,3,1,3,578
0,4,6,3,0,7,579
0,0,4,0,1,4,580
0,0,0,0,0,1,583
2,0,1,0,3,0,585
0,0,0,0,0,0,588
0,0,0,0,0,0,591
1,0,2,0,1,6,595
2,2,4,1,4,0,607
2,2,4,1,3,4,608
1,1,2,1,0,3,610
1,1,0,1,0,0,611
0,0,2,0,0,3,612
0,0,0,0,0,0,616
0,0,0,0,0,0,617
0,0,0,0,0,0,618
0,0,4,0,3,0,619
4,0,7,1,4,0,620
4,0,3,1,1,0,621
0,0,0,0,0,0,622
0,0,0,0,1,0,624
0,0,0,0,1,0,625
0,0,0,0,1,0,630
1,1,0,1,1,3,631
1,1,0,1,0,0,632
1,1,1,1,1,0,633
0,2,0,0,0,0,634
1,1,1,1,1,0,635
3,0,2,0,4,0,636
0,0,0,0,0,0,639
0,0,0,0,0,0,640
0,0,0,0,0,0,641
0,0,0,0,0,1,643
0,0,0,0,0,1,645
0,0,0,0,0,0,646
0,0,0,0,1,0,648
1,0,0,0,0,0,650
1,0,0,0,0,0,651
1,0,0,0,0,0,653
0,0,0,0,0,0,654
0,0,0,0,0,3,655
0,0,0,0,0,0,658
1,0,0,0,0,0,659
1,0,0,0,0,0,660
0,0,0,0,0,0,661
0,0,0,0,0,0,662
0,0,0,0,1,5,674
2,0,4,0,1,0,678
2,4,9,7,7,2,686
2,4,9,7,7,1,688
0,2,0,2,1,1,691
0,0,0,0,0,0,720
11,2,10,10,19,0,724
0,0,2,0,0,2,726
0,0,2,0,0,2,727
0,0,0,0,0,0,728
10,3,3,10,10,0,730
0,0,1,0,0,0,731
0,0,0,0,1,0,733
0,0,1,0,1,0,734
0,0,1,0,0,0,735
10,20,29,33,24,24,752
3,0,1,0,0,0,754
9,6,33,34,33,14,758
1,0,1,0,1,1,787
3,3,0,2,0,5,788
4,3,1,2,1,4,789
1,1,2,0,2,0,791
1,2,2,1,2,2,792
0,0,0,0,0,0,793
0,0,0,0,0,0,794
0,0,0,0,0,0,795
8,1,2,2,2,0,800
0,2,0,1,0,2,802
0,3,2,2,0,0,836
0,0,0,0,0,0,837
0,3,2,2,0,0,838
0,0,0,0,0,0,839
4,0,1,0,2,0,846
9,3,0,2,4,0,848
3,2,3,5,2,0,850
1,4,0,2,0,2,855
2,1,2,4,1,10,857
0,0,0,0,0,0,866
2,0,2,1,1,0,877
2,0,6,0,7,0,882
0,5,1,5,1,0,886
2,0,6,0,7,0,899
0,0,0,0,0,0,901
2,0,2,1,1,1,907
0,0,0,0,0,0,918
1,0,1,0,1,0,920
1,0,1,0,1,0,921
0,0,0,0,0,0,922
1,0,1,0,1,0,935
0,0,1,0,0,0,936
1,0,0,0,1,0,937
0,0,0,0,0,0,960
0,0,0,0,0,1,961
0,0,0,0,0,1,962
0,0,0,0,0,0,980
0,0,0,0,0,0,1032
1,0,3,2,2,0,1051
0,0,0,0,0,0,1052
1,0,3,2,2,0,1053
2,0,1,0,4,0,1060
0,1,0,0,0,1,1067
1,2,3,2,3,2,1070
1,0,1,0,0,0,1076
1,0,0,0,0,0,1077
0,0,1,0,0,0,1078
1,2,3,2,2,0,1080
0,0,1,0,0,0,1089
2,3,1,2,2,0,1090
2,3,2,2,2,0,1097
0,0,0,0,0,0,1111
1,0,1,0,1,0,1121
7,20,10,12,1,7,1126
0,0,3,0,1,0,1127
1,1,0,2,0,6,1129
0,1,0,1,0,7,1130
1,0,0,1,0,1,1131
0,0,1,0,1,0,1133
12,9,4,4,5,1,1134
0,0,0,0,0,0,1139
0,0,0,0,0,0,1140
0,0,0,0,0,0,1141
1,0,0,0,0,0,1145
1,0,0,0,1,0,1146
0,0,0,0,1,0,1147
1,0,0,0,1,5,1153
3,0,1,1,1,0,1154
2,0,0,0,1,9,1155
2,0,1,1,1,6,1156
1,1,0,2,2,1,1160
0,0,1,2,1,9,1161
0,0,0,1,0,9,1162
0,1,0,0,0,0,1165
5,3,3,1,1,0,1184
9,3,3,10,11,0,1188
0,0,0,0,0,0,1189
9,3,3,10,11,0,1190
0,0,0,0,1,0,1192
0,0,0,0,1,0,1193
