RD,AC,RL,AL,LL,GL,edgeID
0,2,0,1,0,3,0
0,0,0,0,0,0,1
1,1,0,0,2,0,3
1,1,0,0,2,0,4
0,0,0,0,0,0,5
0,0,1,0,1,0,8
0,2,0,1,0,3,11
0,0,0,0,0,0,14
0,0,1,0,0,0,20
0,0,0,0,0,0,21
0,0,1,0,0,0,22
1,0,2,0,3,0,24
1,0,3,0,1,0,25
1,0,2,0,3,0,26
1,0,3,0,1,0,27
21,8,10,8,12,0,30
23,8,10,8,13,0,31
2,0,0,0,1,0,32
2,0,0,0,2,0,33
1,0,1,0,2,0,34
1,0,1,0,0,0,35
0,1,3,1,1,0,37
0,1,3,1,1,0,38
0,0,0,0,0,0,41
2,2,1,2,2,1,42
1,2,1,1,1,1,43
3,1,5,0,4,0,55
2,1,2,0,0,0,56
1,0,3,0,4,0,57
0,0,0,0,0,0,59
0,0,1,0,0,0,65
0,0,0,0,1,0,66
0,0,1,0,1,0,67
0,0,2,0,1,0,68
0,0,1,0,0,0,69
0,0,3,0,1,0,70
0,0,3,0,0,0,74
0,0,0,0,1,0,75
0,0,0,0,2,0,78
0,2,2,7,5,0,90
0,0,0,0,0,0,92
0,0,3,0,0,0,94
0,0,0,0,0,0,107
0,1,0,2,0,1,108
0,0,0,0,0,0,112
0,0,0,0,0,0,119
1,1,1,1,1,1,121
0,0,0,0,0,2,123
1,1,4,1,1,1,124
0,0,0,0,0,0,129
0,0,0,0,0,0,130
2,0,0,0,1,0,135
2,0,0,0,1,0,136
2,2,4,15,5,1,142
0,0,0,0,0,0,143
2,2,4,15,5,1,144
0,0,0,0,0,0,153
0,0,0,0,0,0,154
0,0,0,0,0,0,155
0,0,0,0,0,0,167
0,0,0,0,0,0,168
0,0,0,0,1,0,169
0,0,0,0,1,0,170
0,0,0,0,0,0,172
0,0,0,0,1,0,174
0,0,0,0,1,1,181
0,0,0,0,0,1,182
0,0,0,0,0,0,190
0,0,0,0,1,0,191
1,0,3,0,0,0,195
1,0,3,0,0,0,196
0,0,0,0,0,0,197
0,0,0,0,0,0,198
3,7,10,9,3,0,202
1,1,3,2,2,1,205
1,0,2,2,2,1,206
0,1,1,0,0,0,207
1,0,4,0,0,1,208
1,0,4,0,0,1,209
0,6,1,2,0,10,211
0,4,1,1,0,10,213
0,0,0,0,0,0,226
5,9,1,11,1,0,227
5,9,1,11,1,0,228
0,0,0,0,0,0,239
0,0,0,0,0,0,240
0,0,0,0,0,0,241
0,0,0,0,0,0,243
0,0,3,0,0,0,245
0,0,2,0,0,0,246
0,0,1,0,0,0,247
0,0,0,0,0,0,251
0,0,1,0,0,0,252
0,0,1,0,0,0,253
3,0,1,3,6,0,264
1,0,4,0,1,5,268
1,0,2,0,1,5,269
0,0,4,0,0,0,270
0,0,0,0,1,0,275
0,0,0,0,0,0,276
0,0,3,0,0,0,278
0,0,3,0,0,0,279
0,1,0,0,0,0,282
0,1,0,0,0,0,283
0,0,3,0,0,0,286
0,0,1,0,0,0,289
0,0,0,0,0,0,292
0,1,0,1,0,0,295
