RD,AC,RL,AL,LL,GL,edgeID
1,2,1,2,1,4,0
0,0,0,0,0,0,1
2,1,5,0,3,0,3
2,1,5,0,3,0,4
0,0,0,0,0,0,5
0,0,1,0,0,0,8
1,2,1,2,1,4,11
2,0,1,0,2,0,14
0,0,0,0,0,0,20
0,0,0,0,0,0,21
0,0,0,0,0,0,22
1,0,4,0,2,0,24
6,2,2,4,3,0,25
1,0,5,1,3,0,26
6,2,3,5,4,0,27
11,4,3,2,2,1,30
15,6,4,2,6,2,31
4,2,1,0,4,3,32
2,0,1,0,0,0,33
0,0,1,0,0,0,34
2,0,0,0,0,0,35
0,0,4,0,1,0,37
0,0,4,0,1,0,38
1,0,2,1,1,0,41
0,1,2,1,1,1,42
1,1,1,1,1,1,43
3,0,5,2,4,0,55
1,0,3,2,0,0,56
2,0,2,0,4,0,57
2,0,0,0,2,0,59
0,0,0,0,0,0,65
0,0,2,0,0,0,66
0,0,2,0,0,0,67
0,0,2,0,0,0,68
0,0,0,0,0,0,69
0,0,2,0,0,0,70
0,0,3,0,0,0,74
0,0,1,0,0,0,75
0,0,1,0,0,0,78
1,0,2,2,1,0,90
0,0,0,0,1,0,92
0,0,3,0,1,0,94
0,0,0,0,0,0,107
0,0,0,0,0,0,108
0,0,0,0,0,0,112
0,0,0,0,0,0,119
0,0,0,0,1,0,121
1,0,1,0,0,0,123
2,0,1,0,3,1,124
0,0,0,0,0,0,129
0,0,0,0,0,0,130
2,0,0,0,0,0,135
2,0,0,0,0,0,136
5,5,8,14,9,3,142
1,1,1,1,1,0,143
4,4,7,13,8,3,144
0,0,0,0,0,0,153
0,0,0,0,0,0,154
0,0,0,0,0,0,155
0,0,0,0,0,0,167
0,0,0,0,0,0,168
0,0,0,0,0,0,169
0,0,0,0,0,0,170
1,1,1,1,1,0,172
0,0,0,0,0,1,174
0,0,0,0,0,1,181
0,0,0,0,0,2,182
0,0,0,0,0,0,190
0,0,0,0,0,0,191
0,0,0,0,0,0,195
0,0,0,0,0,0,196
0,0,0,0,0,0,197
0,0,1,0,0,0,198
2,5,1,7,3,0,202
3,1,5,1,3,3,205
3,0,4,1,3,2,206
0,1,1,0,0,1,207
3,1,3,0,2,0,208
3,1,3,0,2,0,209
1,4,0,2,1,8,211
1,3,0,1,1,8,213
0,0,0,0,0,0,226
4,10,2,7,3,0,227
4,10,2,7,3,0,228
0,0,0,0,0,0,239
0,0,1,0,1,0,240
0,0,1,0,1,0,241
0,0,0,0,0,0,243
0,0,5,0,1,0,245
0,0,4,0,1,0,246
0,0,1,0,0,0,247
0,0,0,0,0,0,251
0,0,2,0,0,0,252
0,0,2,0,0,0,253
3,0,5,4,6,0,264
2,1,2,2,3,1,268
2,1,2,2,4,1,269
0,0,0,0,1,0,270
1,0,0,0,0,0,275
2,0,0,0,0,0,276
1,1,0,0,0,0,278
1,1,0,0,0,0,279
1,3,3,2,2,0,282
1,2,1,1,1,0,283
1,1,1,0,1,0,286
3,1,2,2,2,0,289
0,0,0,0,0,0,292
0,2,0,0,0,0,295
1,2,1,2,1,0,330
0,0,0,1,0,0,344
0,0,0,0,0,2,347
3,1,2,0,2,0,349
5,0,1,0,3,0,361
