RD,AC,RL,AL,LL,GL,edgeID
0,0,0,0,0,2,0
0,0,0,0,0,0,1
1,0,0,0,0,0,3
1,0,0,0,0,0,4
0,0,0,0,0,0,5
0,0,1,0,0,0,8
0,0,0,0,0,2,11
0,0,0,0,0,0,14
0,0,1,0,0,0,20
0,0,0,0,0,0,21
0,0,1,0,0,0,22
2,0,0,0,0,0,24
3,0,1,0,3,0,25
2,0,0,0,0,0,26
3,0,1,0,3,0,27
16,6,7,6,8,1,30
17,7,6,5,10,1,31
1,1,1,1,2,2,32
1,0,0,0,1,0,33
0,0,1,0,1,0,34
1,0,1,0,0,0,35
0,1,8,0,0,0,37
0,1,8,0,0,0,38
1,0,0,0,0,0,41
0,0,0,0,0,1,42
0,0,0,0,0,0,43
7,2,7,4,8,0,55
6,2,2,4,2,0,56
1,0,5,0,6,0,57
0,0,0,0,0,1,59
0,0,2,0,0,0,65
0,0,4,0,0,0,66
0,0,6,0,0,0,67
1,0,3,0,0,0,68
0,0,2,0,0,0,69
1,0,5,0,0,0,70
0,0,4,0,0,0,74
1,0,1,0,0,0,75
1,0,5,0,0,0,78
3,0,2,4,4,0,90
0,0,1,0,0,0,92
0,0,5,0,0,0,94
0,0,0,0,0,0,107
0,2,0,0,0,8,108
0,0,0,0,0,0,112
0,0,0,1,1,0,119
1,1,0,0,0,1,121
0,0,0,0,0,0,123
0,0,2,0,1,0,124
0,0,0,1,0,0,129
0,0,0,0,1,0,130
1,0,0,0,0,0,135
1,0,0,0,1,0,136
5,8,9,21,12,3,142
1,0,2,0,1,0,143
6,8,11,21,13,3,144
1,0,2,0,1,0,153
0,0,0,0,0,0,154
1,0,2,0,1,0,155
1,0,2,0,1,0,167
0,0,0,0,0,0,168
0,0,0,0,1,0,169
0,0,0,0,1,0,170
0,0,0,0,0,0,172
0,0,0,0,1,0,174
0,0,0,2,1,5,181
0,0,0,2,0,5,182
0,0,0,1,0,0,190
0,0,0,1,1,0,191
1,0,1,0,1,0,195
1,0,1,0,1,0,196
0,0,0,0,0,0,197
0,0,0,0,0,0,198
0,7,2,5,3,0,202
1,0,7,3,4,0,205
1,0,5,3,4,0,206
0,0,2,0,0,0,207
1,0,2,0,2,0,208
1,0,2,0,2,0,209
0,7,0,5,1,7,211
0,5,0,2,0,7,213
0,0,0,0,0,0,226
6,6,1,8,1,0,227
6,6,1,8,1,0,228
0,0,0,0,0,0,239
0,0,0,0,0,0,240
0,0,0,0,0,0,241
0,0,0,0,0,0,243
0,0,1,0,0,0,245
0,0,1,0,0,0,246
0,0,0,0,0,0,247
0,0,0,0,0,0,251
0,0,0,0,0,0,252
0,0,0,0,0,0,253
4,0,3,1,5,0,264
1,0,2,0,0,2,268
1,0,1,0,0,3,269
0,0,1,0,0,1,270
0,0,0,0,0,0,275
0,0,0,0,0,0,276
0,0,0,0,0,0,278
0,0,0,0,0,0,279
0,4,0,1,0,0,282
0,0,0,0,0,0,283
0,0,0,0,0,0,286
3,0,4,1,4,0,289
0,0,0,0,0,0,292
0,0,0,0,0,0,295
1,4,0,5,0,0,330
0,0,0,0,1,0,344
0,0,0,0,0,0,347
1,0,2,0,1,0,349
0,1,2,2,1,0,361
0,0,1,0,0,1,370
0,1,3,2,0,1,373
0,0,0,0,0,0,381
5,8,10,21,12,6,390
0,1,4,1,1,9,393
2,0,4,1,1,0,398
2,1,5,2,2,0,416
1,0,2,1,2,3,423
0,0,1,4,1,0,426
0,0,1,0,0,1,444
0,0,0,0,0,6,450
0,0,0,0,0,0,456
1,0,1,0,0,0,457
2,1,2,1,1,1,458
0,0,0,1,0,0,463
0,1,1,0,0,1,466
0,1,1,0,0,1,467
0,0,0,0,0,0,469
0,0,0,0,0,6,476
7,37,3,20,2,26,494
0,0,0,0,0,0,502
0,0,0,0,0,0,503
1,1,0,8,0,18,512
1,0,15,0,1,0,513
2,1,15,8,1,18,514
1,0,3,1,2,2,516
0,0,0,0,0,6,528
0,0,0,0,0,0,532
0,0,4,0,0,1,533
0,0,4,0,0,1,534
1,0,16,0,1,0,536
0,0,1,0,0,0,537
1,0,1,0,1,4,550
1,0,6,0,1,10,551
0,0,5,0,0,6,552
0,0,0,0,0,6,553
0,0,5,0,0,0,554
0,0,1,2,3,1,559
0,0,0,0,0,0,572
1,0,2,0,2,0,573
0,0,4,0,0,1,575
0,0,0,0,0,2,576
0,2,1,2,0,0,578
0,2,2,2,0,5,579
0,0,1,0,0,5,580
0,0,0,0,0,1,583
2,1,2,0,6,0,585
0,0,0,0,0,0,588
1,0,2,0,1,0,591
2,0,2,0,1,6,595
2,0,3,0,0,0,607
2,0,2,0,0,5,608
4,1,2,0,1,0,610
5,1,3,0,2,0,611
1,0,1,0,1,0,612
0,0,0,0,0,0,616
0,1,0,1,0,0,617
1,0,1,0,1,1,618
1,0,0,0,0,0,619
4,0,3,1,7,0,620
5,0,3,1,7,0,621
0,0,0,0,0,0,622
0,1,1,3,1,0,624
0,1,1,3,1,0,625
1,0,2,4,2,0,630
1,0,0,1,1,0,631
2,0,1,1,2,0,632
1,3,1,3,1,0,633
1,3,1,3,1,0,634
0,0,0,0,0,0,635
1,0,0,0,2,1,636
0,0,0,0,0,0,639
0,0,0,0,0,0,640
0,0,0,0,0,0,641
0,0,0,0,0,0,643
1,0,0,0,0,0,645
1,0,0,0,0,0,646
0,1,1,3,1,0,648
2,0,0,0,0,0,650
2,0,0,0,0,0,651
2,1,0,1,0,0,653
0,1,0,1,0,0,654
0,1,0,0,0,6,655
0,0,0,0,0,0,658
2,0,0,0,0,0,659
2,0,0,0,0,0,660
0,0,0,0,0,0,661
0,0,0,0,0,0,662
1,0,0,0,0,6,674
1,0,3,0,0,1,678
2,8,6,6,6,3,686
2,8,5,6,6,2,688
0,0,0,3,0,0,691
0,0,0,0,0,0,720
15,7,12,6,20,0,724
0,0,2,2,0,0,726
0,0,2,2,0,0,727
0,0,0,0,0,0,728
6,7,6,6,7,1,730
1,1,1,1,1,1,731
0,0,0,0,1,0,733
0,0,0,0,1,0,734
1,1,1,1,1,1,735
13,11,21,25,25,25,752
4,1,3,1,1,1,754
10,10,31,29,31,16,758
0,0,0,0,0,0,787
2,1,3,3,2,5,788
2,1,3,3,2,5,789
0,0,0,0,1,0,791
0,0,0,0,1,0,792
0,0,0,0,0,1,793
0,0,0,0,0,0,794
0,0,0,0,0,1,795
13,1,1,1,3,1,800
1,2,0,0,0,4,802
0,2,0,1,0,0,836
0,0,1,1,0,0,837
0,2,1,2,0,0,838
0,0,0,0,0,0,839
3,1,1,1,2,1,846
1,1,2,1,1,0,848
2,2,1,4,2,0,850
0,4,2,7,2,8,855
2,0,0,4,2,8,857
0,0,0,0,0,0,866
3,0,3,0,4,0,877
2,0,5,4,13,0,882
1,5,1,5,1,0,886
2,0,5,3,13,0,899
0,0,0,1,0,0,901
3,1,3,1,1,3,907
0,0,0,0,0,0,918
0,0,0,0,0,0,920
0,0,0,0,0,0,921
0,0,0,0,0,0,922
1,0,0,0,1,0,935
0,0,0,0,0,0,936
1,0,0,0,1,0,937
0,0,0,0,0,0,960
0,0,0,0,0,0,961
0,0,0,0,0,0,962
0,0,0,0,0,0,980
0,0,0,0,0,0,1032
0,0,3,3,3,0,1051
0,0,0,0,0,0,1052
0,0,3,3,3,0,1053
0,1,1,1,1,2,1060
0,0,0,0,0,0,1067
1,2,4,4,4,5,1070
1,0,0,0,3,0,1076
1,0,0,0,3,0,1077
0,0,0,0,0,0,1078
2,0,2,5,3,1,1080
0,0,0,1,0,0,1089
2,8,2,6,2,0,1090
2,10,2,7,2,1,1097
0,1,0,1,0,0,1111
2,0,1,0,1,0,1121
9,17,7,15,4,8,1126
1,0,4,0,1,0,1127
0,0,0,0,0,3,1129
0,0,0,0,0,3,1130
0,0,0,0,0,0,1131
1,0,0,0,0,0,1133
3,2,3,2,2,1,1134
1,0,1,0,1,0,1139
0,1,0,1,0,1,1140
0,0,0,0,0,0,1141
1,0,0,0,0,0,1145
1,0,0,0,0,0,1146
0,0,0,0,0,0,1147
1,0,0,0,0,7,1153
1,1,0,1,0,0,1154
1,0,0,0,0,6,1155
1,1,0,1,0,3,1156
0,0,1,2,0,0,1160
0,0,1,1,0,4,1161
0,0,0,1,0,4,1162
0,1,1,0,0,1,1165
5,0,1,0,1,0,1184
7,6,5,5,8,0,1188
0,0,0,0,1,0,1189
7,6,5,5,9,0,1190
0,0,0,0,0,0,1192
0,0,0,0,1,0,1193
0,0,0,0,0,0,1195
0,0,0,0,0,0,1196
0,0,0,0,0,0,1197
0,1,0,0,0,1,1199
0,1,0,0,0,1,1200
0,0,2,0,0,0,1201
3,2,5,5,0,0,1202
3,2,5,5,0,0,1203
5,12,5,6,2,1,1204
0,0,1,0,1,0,1205
5,12,6,6,1,1,1207
0,0,0,0,0,1,1218
1,1,1,1,1,7,1227
0,0,0,0,0,0,1253
1,0,1,1,1,0,1254
0,0,0,0,0,0,1256
0,1,0,2,0,4,1289
1,1,0,2,0,4,1290
1,0,0,0,0,0,1291
0,0,4,0,0,0,1299
1,0,5,1,1,0,1300
4,11,4,8,6,0,1303
0,0,1,0,0,0,1313
0,0,4,0,0,0,1314
0,0,5,0,0,0,1315
4,0,0,0,1,0,1328
12,2,5,5,9,0,1329
7,2,5,5,8,0,1330
5,0,0,0,1,0,1331
4,0,1,0,1,0,1335
1,0,0,0,0,0,1337
5,0,1,0,1,0,1338
5,0,16,1,4,0,1340
2,0,0,0,0,0,1343
0,0,0,0,0,0,1349
0,0,0,0,0,0,1350
0,0,0,0,0,0,1351
7,1,8,3,13,0,1352
13,1,17,3,15,3,1353
6,0,15,0,14,3,1354
5,26,5,14,7,7,1358
0,0,0,0,0,0,1359
5,26,5,14,7,7,1360
5,0,0,0,1,0,1377
5,0,0,0,1,0,1378
0,0,1,0,0,0,1418
0,0,0,0,0,0,1419
0,0,0,2,0,2,1423
0,0,0,0,0,0,1444
0,0,1,2,1,7,1448
4,2,3,2,1,8,1449
0,0,6,0,1,0,1453
0,0,6,0,1,0,1454
1,0,0,0,0,1,1459
0,0,0,1,3,0,1463
0,0,0,0,0,0,1464
0,1,1,1,1,0,1465
2,0,1,1,1,0,1469
0,0,0,0,0,1,1473
0,0,0,0,0,0,1474
1,1,1,1,1,0,1475
0,0,0,0,0,0,1476
0,0,0,1,3,0,1481
0,0,0,0,0,0,1484
0,0,1,0,0,0,1489
0,0,0,0,0,0,1490
1,1,0,1,1,1,1491
0,0,0,1,0,0,1492
1,1,0,2,1,1,1493
1,1,3,1,3,1,1495
0,0,3,0,2,0,1497
0,0,0,1,0,0,1498
0,0,0,0,0,6,1503
0,0,1,0,0,0,1505
5,1,2,2,1,32,1508
11,5,8,19,10,6,1509
5,9,2,5,3,1,1523
1,0,1,0,0,0,1526
0,0,0,0,0,0,1532
0,0,0,0,0,0,1533
0,0,6,0,0,0,1541
0,0,2,0,0,0,1543
0,0,4,0,0,0,1544
0,0,3,0,0,0,1545
0,0,7,0,0,0,1546
3,1,2,1,2,1,1553
1,0,0,0,0,0,1563
1,0,1,0,1,0,1564
0,0,1,0,1,0,1565
0,0,0,0,0,0,1570
0,0,0,0,0,0,1571
0,0,0,0,0,0,1572
0,1,0,2,0,8,1575
1,0,1,0,1,1,1579
0,0,0,0,0,0,1587
0,0,0,0,0,0,1588
0,0,0,0,0,0,1589
1,2,1,2,1,0,1590
3,1,3,0,2,0,1596
3,1,2,0,2,0,1597
0,0,1,0,0,0,1598
0,0,0,0,0,2,1600
0,0,0,0,0,0,1603
0,0,1,0,0,0,1604
0,0,0,1,0,0,1606
0,0,0,1,0,0,1607
0,0,0,2,0,0,1608
1,0,0,0,2,0,1609
1,0,0,0,2,0,1611
3,1,4,1,2,0,1635
0,0,2,0,0,1,1637
0,0,0,0,1,0,1641
0,0,0,0,0,0,1656
0,0,0,0,0,0,1657
0,0,0,0,0,0,1658
0,0,0,0,0,0,1659
0,0,0,0,0,0,1661
0,0,0,0,0,1,1662
1,2,0,1,0,1,1663
1,2,0,1,0,2,1664
0,0,1,0,0,0,1666
0,0,1,0,0,0,1667
0,0,0,0,0,0,1668
1,1,4,3,1,0,1704
1,1,5,2,1,2,1707
1,1,1,0,1,0,1717
1,1,2,0,2,0,1718
0,0,1,0,1,0,1719
0,0,0,0,0,0,1731
0,0,0,0,0,2,1732
0,0,0,0,0,2,1733
0,0,0,0,0,2,1741
