RD,AC,RL,AL,LL,GL,edgeID
2,2,1,1,1,5,0
0,0,0,1,0,0,1
2,1,2,1,2,0,3
2,1,2,1,2,0,4
0,0,0,0,0,0,5
0,0,2,0,0,1,8
2,2,1,2,1,5,11
0,0,0,0,0,0,14
0,0,1,0,0,0,20
0,0,0,0,0,0,21
0,0,1,0,0,0,22
2,0,1,0,1,0,24
5,3,10,2,7,0,25
2,0,1,0,1,0,26
5,3,10,2,7,0,27
17,3,9,2,12,0,30
20,2,11,2,14,4,31
5,1,4,2,4,4,32
3,1,1,1,4,0,33
2,1,2,0,2,0,34
1,2,1,1,2,0,35
0,0,6,0,0,0,37
0,0,6,0,0,0,38
0,0,0,0,0,0,41
0,1,0,0,0,0,42
0,1,0,0,0,0,43
2,1,4,0,3,0,55
1,1,2,0,2,0,56
1,0,2,0,1,0,57
2,1,2,1,2,1,59
0,0,1,0,1,0,65
0,0,1,0,0,2,66
0,0,2,0,1,2,67
2,1,2,1,0,1,68
0,0,1,0,1,0,69
1,0,2,0,0,2,70
0,0,2,0,0,0,74
1,0,0,0,0,2,75
1,0,1,0,0,0,78
3,6,2,5,8,0,90
0,0,0,0,0,0,92
0,0,2,0,0,0,94
0,0,0,0,0,0,107
0,2,0,2,0,5,108
1,1,1,0,1,0,112
1,1,0,1,1,1,119
1,1,0,1,1,1,121
1,0,0,0,0,0,123
3,0,4,0,1,1,124
0,0,1,0,0,0,129
0,0,0,0,0,0,130
1,1,0,1,1,0,135
1,1,0,1,1,0,136
3,5,12,18,11,2,142
0,1,0,1,0,0,143
3,4,12,17,11,2,144
1,0,0,0,0,1,153
1,1,0,1,0,1,154
0,1,0,1,0,0,155
0,0,1,2,1,0,167
1,0,1,2,1,1,168
0,0,1,0,1,0,169
0,0,0,0,0,0,170
0,0,0,0,0,0,172
0,0,0,0,0,0,174
0,0,0,0,0,2,181
0,0,0,0,0,2,182
0,0,0,0,0,1,190
1,1,2,1,2,0,191
0,0,0,0,1,0,195
0,0,0,0,1,0,196
0,0,0,0,0,0,197
0,0,0,0,0,0,198
2,3,4,6,6,0,202
3,1,4,2,3,3,205
3,0,2,2,3,2,206
0,1,2,0,0,1,207
2,0,6,0,1,0,208
2,0,6,0,1,0,209
1,12,1,6,0,12,211
1,6,1,4,0,12,213
0,0,0,0,0,0,226
3,5,1,6,1,0,227
3,5,1,6,1,0,228
0,0,0,0,0,0,239
0,0,0,0,0,0,240
0,0,0,0,0,0,241
0,0,0,0,0,0,243
2,0,6,0,3,0,245
1,0,2,0,2,0,246
0,1,3,1,0,1,247
0,0,0,0,0,0,251
0,0,1,0,0,0,252
0,0,1,0,0,0,253
2,0,3,1,5,0,264
1,0,2,0,0,3,268
1,0,1,0,0,3,269
0,0,1,0,0,0,270
0,0,0,0,0,0,275
0,0,0,0,0,0,276
0,0,2,0,0,0,278
0,0,2,0,0,0,279
2,4,0,4,1,1,282
1,1,0,1,1,0,283
0,0,2,0,0,0,286
1,2,2,2,1,0,289
0,1,0,0,0,0,292
0,1,0,0,0,0,295
0,5,0,2,0,0,330
1,0,0,0,0,0,344
0,0,0,0,0,1,347
2,0,4,0,1,0,349
3,1,0,4,3,1,361
0,0,0,0,0,4,370
3,1,0,4,2,5,373
0,0,0,0,0,0,381
4,5,13,21,11,5,390
4,1,0,4,3,11,393
2,0,3,0,2,0,398
1,1,1,0,0,0,416
0,0,3,0,1,1,423
0,0,2,1,0,4,426
1,0,1,1,1,5,444
0,0,0,0,0,5,450
0,0,0,0,0,0,456
1,1,2,1,1,2,457
1,1,2,1,1,2,458
0,0,3,5,1,0,463
0,0,0,0,0,0,466
0,0,0,0,0,0,467
0,0,0,0,0,0,469
1,2,1,2,1,13,476
8,38,5,23,8,30,494
0,0,0,0,0,0,502
0,0,0,0,0,0,503
0,0,0,10,0,19,512
0,0,19,0,0,0,513
0,0,19,10,0,19,514
1,0,2,0,0,2,516
0,0,0,0,0,8,528
0,0,0,0,0,0,532
0,0,2,0,0,1,533
0,0,2,0,0,1,534
0,0,19,0,0,0,536
0,0,0,0,0,0,537
1,0,2,0,1,8,550
1,0,4,0,1,12,551
0,0,2,0,0,4,552
0,0,0,0,0,4,553
0,0,2,0,0,0,554
1,0,0,1,2,3,559
0,0,0,0,0,1,572
2,0,6,0,1,1,573
0,0,3,0,0,1,575
0,0,1,0,0,2,576
0,4,1,4,1,0,578
0,4,4,4,1,3,579
0,0,3,0,0,3,580
0,0,0,0,0,2,583
3,1,2,1,1,0,585
0,0,0,0,0,1,588
2,0,2,0,0,0,591
1,0,1,0,1,3,595
1,0,5,1,2,0,607
1,0,4,1,2,3,608
2,1,3,0,1,5,610
6,1,3,0,3,0,611
4,0,0,0,2,5,612
1,0,1,0,1,0,616
1,0,1,0,0,0,617
2,0,2,0,1,0,618
1,0,3,0,1,0,619
4,0,7,3,9,0,620
3,0,4,3,10,0,621
1,0,1,0,1,0,622
0,2,1,1,0,0,624
0,2,1,1,0,0,625
3,0,2,1,2,0,630
1,1,1,0,0,4,631
4,1,1,0,2,0,632
1,2,3,2,3,1,633
1,2,3,2,3,0,634
0,0,0,0,0,1,635
1,1,1,2,3,3,636
0,0,0,0,0,0,639
0,0,0,0,0,0,640
0,0,0,0,0,0,641
0,0,0,0,0,1,643
1,1,2,1,2,0,645
0,0,1,0,1,0,646
0,2,1,1,0,0,648
1,0,0,0,0,0,650
1,0,0,0,0,0,651
1,0,1,0,1,0,653
0,0,1,0,1,0,654
0,0,0,0,0,8,655
0,0,0,0,0,0,658
1,0,0,0,0,0,659
1,0,0,0,0,0,660
0,1,0,1,0,1,661
0,1,0,1,0,1,662
0,0,0,0,0,4,674
1,0,1,0,0,0,678
6,3,5,6,8,0,686
5,3,5,6,7,0,688
0,0,1,4,1,1,691
0,0,0,0,0,0,720
9,8,2,9,8,0,724
0,0,0,0,0,3,726
0,0,0,0,0,3,727
0,0,0,0,0,0,728
4,4,0,6,3,0,730
0,0,2,1,1,1,731
0,0,2,1,1,1,733
0,0,0,0,2,0,734
0,0,2,1,1,1,735
9,8,24,26,23,23,752
7,0,1,3,4,0,754
6,5,32,30,31,15,758
0,0,0,0,0,1,787
0,2,4,3,3,4,788
0,2,4,3,3,3,789
0,0,0,1,0,0,791
0,0,0,1,0,1,792
0,0,0,0,0,1,793
0,0,0,0,0,0,794
0,0,0,0,0,1,795
17,0,4,4,3,0,800
2,2,0,0,0,4,802
0,3,1,2,0,0,836
0,0,1,2,0,0,837
0,3,1,3,0,0,838
0,0,1,1,0,0,839
4,0,0,1,2,0,846
5,0,2,2,5,0,848
2,1,0,1,0,0,850
0,0,0,1,0,5,855
0,0,2,4,2,9,857
0,0,0,0,0,0,866
1,0,3,2,2,0,877
3,0,8,2,12,0,882
0,3,0,6,0,0,886
3,0,9,2,12,0,899
0,0,1,0,0,0,901
1,0,1,0,0,3,907
0,0,0,0,0,0,918
0,0,0,0,0,0,920
0,0,0,0,0,0,921
0,0,0,0,0,0,922
0,0,1,0,0,0,935
0,0,1,0,0,0,936
0,0,0,0,0,0,937
0,0,0,0,0,0,960
0,0,0,0,0,0,961
0,0,0,0,0,0,962
0,0,0,0,0,0,980
0,0,0,0,0,0,1032
4,1,5,3,4,0,1051
0,0,0,1,0,1,1052
3,0,4,3,3,0,1053
3,1,4,1,2,1,1060
0,0,1,2,0,0,1067
1,2,1,2,1,2,1070
0,0,1,0,1,0,1076
0,0,1,0,1,0,1077
0,0,0,0,0,0,1078
0,0,2,2,3,0,1080
0,0,1,0,0,0,1089
1,13,1,6,0,0,1090
3,13,1,6,3,2,1097
0,0,0,0,0,0,1111
0,1,0,0,0,0,1121
11,20,12,15,7,9,1126
0,0,1,0,1,0,1127
0,0,1,0,0,8,1129
