RD,AC,RL,AL,LL,GL,edgeID
0,2,0,0,0,3,0
0,0,0,0,0,0,1
1,0,0,1,0,0,3
1,0,0,1,0,0,4
0,0,0,0,0,0,5
0,0,0,0,0,1,8
0,2,0,0,0,3,11
0,0,0,0,0,0,14
0,0,0,0,0,1,20
0,0,0,0,0,1,21
0,0,0,0,0,0,22
2,0,2,0,3,0,24
5,2,3,1,2,0,25
2,0,1,0,2,0,26
5,2,2,1,1,0,27
20,6,12,8,10,0,30
23,6,12,9,12,4,31
3,0,2,1,2,4,32
2,1,2,0,1,0,33
1,0,1,0,1,0,34
2,0,0,1,1,1,35
1,0,1,0,0,0,37
1,0,1,0,0,1,38
0,0,0,0,0,1,41
0,0,0,0,0,1,42
0,0,0,0,0,0,43
1,1,7,1,6,0,55
1,1,3,0,2,0,56
0,0,4,1,4,0,57
0,0,0,0,0,1,59
1,0,0,0,0,0,65
0,0,2,0,0,0,66
1,0,2,0,0,0,67
1,0,0,0,0,0,68
1,0,0,0,0,0,69
2,0,0,0,0,0,70
1,0,0,0,0,0,74
1,0,0,0,0,0,75
1,0,2,0,0,0,78
1,3,1,2,2,0,90
0,0,0,0,0,0,92
1,0,0,0,0,0,94
0,0,0,0,0,0,107
0,0,0,0,0,6,108
0,0,0,0,0,0,112
0,0,0,0,0,0,119
0,0,0,0,0,0,121
1,0,2,0,1,1,123
2,1,7,1,4,1,124
0,0,0,0,0,0,129
0,0,0,0,0,0,130
1,1,0,0,0,0,135
1,1,0,0,0,0,136
2,6,5,16,3,2,142
1,0,1,0,3,0,143
3,6,6,16,6,2,144
1,0,1,0,2,0,153
0,0,0,0,0,0,154
1,0,1,0,2,0,155
1,0,1,0,2,0,167
0,0,0,0,0,0,168
0,0,0,0,0,0,169
0,0,0,0,0,0,170
0,0,0,0,1,0,172
0,0,0,0,1,0,174
0,0,0,1,2,0,181
0,0,0,1,1,0,182
0,0,0,1,0,0,190
0,0,0,1,0,0,191
0,0,0,0,0,0,195
0,0,0,0,0,0,196
0,0,0,0,0,0,197
1,0,0,0,0,0,198
1,5,7,5,3,0,202
1,1,1,1,2,1,205
1,0,0,0,2,0,206
0,1,1,1,0,1,207
3,0,6,1,2,0,208
3,0,6,1,2,0,209
1,2,1,1,1,3,211
0,0,0,0,0,2,213
1,1,2,1,1,0,226
4,10,4,11,5,0,227
3,9,2,10,4,0,228
0,0,0,0,0,0,239
0,0,0,0,0,0,240
0,0,0,0,0,0,241
0,0,0,0,0,0,243
1,1,3,0,2,0,245
1,1,2,0,2,0,246
0,0,3,0,0,0,247
0,0,0,0,0,0,251
0,0,1,0,1,0,252
0,0,1,0,1,0,253
5,0,1,3,7,0,264
3,2,3,2,1,8,268
2,2,1,2,1,9,269
1,0,2,0,0,1,270
1,0,2,1,1,0,275
0,1,1,1,3,1,276
0,0,0,0,0,0,278
0,0,0,0,0,0,279
2,1,2,2,2,0,282
0,0,0,0,0,0,283
0,0,0,0,0,0,286
1,1,2,1,1,0,289
0,1,1,1,1,1,292
1,0,0,0,0,0,295
0,3,0,1,0,1,330
3,0,1,1,2,1,344
0,0,0,0,0,0,347
0,0,5,0,2,1,349
2,3,1,4,1,1,361
0,0,0,0,0,3,370
