RD,AC,RL,AL,LL,GL,edgeID
0,3,0,0,0,2,0
1,0,0,0,0,0,1
0,1,1,0,0,0,3
0,1,1,0,0,0,4
0,0,0,0,0,0,5
0,0,1,0,0,0,8
1,3,0,0,0,2,11
1,0,0,0,0,0,14
0,0,1,0,0,0,20
0,0,0,0,0,1,21
0,0,1,0,0,1,22
1,1,2,0,1,0,24
4,0,0,2,1,0,25
1,1,2,0,1,0,26
4,0,0,2,1,0,27
15,3,2,0,3,0,30
17,3,2,0,4,5,31
2,0,0,0,1,5,32
2,0,0,0,1,0,33
2,0,1,0,1,0,34
0,0,1,0,0,0,35
0,0,2,0,2,1,37
0,0,2,0,2,0,38
0,0,0,0,1,0,41
0,0,0,0,0,2,42
0,0,0,0,0,1,43
5,1,4,1,6,0,55
3,1,0,1,2,0,56
2,0,4,0,4,0,57
0,0,0,0,0,0,59
0,0,0,0,0,0,65
0,0,1,0,0,1,66
0,0,1,0,0,1,67
0,0,0,0,1,0,68
0,0,0,0,0,0,69
0,0,0,0,1,0,70
0,0,1,0,0,0,74
0,0,1,0,1,0,75
0,0,0,0,1,1,78
1,2,2,4,2,0,90
0,0,1,0,1,0,92
0,0,2,0,1,0,94
0,0,0,0,0,0,107
0,0,0,0,0,2,108
0,0,0,0,0,1,112
0,0,0,0,0,0,119
0,0,1,0,1,0,121
2,0,1,0,1,1,123
4,0,5,1,4,2,124
0,0,0,0,0,0,129
0,0,0,0,0,0,130
1,0,0,0,0,0,135
1,0,0,0,0,0,136
4,6,6,16,6,3,142
0,0,0,0,0,0,143
4,6,6,16,6,3,144
0,0,0,0,0,0,153
0,0,0,0,0,0,154
0,0,0,0,0,0,155
0,0,0,0,0,0,167
0,0,0,0,0,0,168
1,0,0,0,1,0,169
1,0,0,0,1,0,170
0,0,0,0,0,0,172
1,0,0,0,1,0,174
2,0,0,0,1,2,181
1,0,0,0,0,2,182
0,0,0,0,0,0,190
1,0,0,0,1,0,191
1,0,0,0,0,0,195
1,0,0,0,0,0,196
0,0,0,0,0,0,197
2,0,0,0,1,0,198
0,3,1,6,3,0,202
3,0,3,1,2,2,205
3,0,2,1,2,2,206
0,0,1,0,0,0,207
2,1,3,2,3,1,208
2,1,3,2,3,1,209
0,4,0,1,0,6,211
0,3,0,0,0,6,213
0,0,0,0,0,0,226
11,17,5,10,5,0,227
11,17,5,10,5,0,228
0,0,0,0,0,0,239
0,0,0,0,0,0,240
0,0,0,0,0,0,241
0,0,0,0,0,0,243
0,0,7,0,2,0,245
0,0,3,0,2,1,246
0,0,4,0,0,1,247
0,0,0,0,0,0,251
0,0,1,0,0,0,252
0,0,1,0,0,0,253
2,1,3,3,7,0,264
4,6,5,3,4,5,268
4,6,4,3,4,6,269
0,0,1,0,2,1,270
0,0,1,0,0,0,275
0,0,1,0,0,0,276
0,0,0,0,0,0,278
0,0,0,0,0,0,279
3,4,0,1,2,0,282
0,0,0,0,0,0,283
0,0,0,0,0,0,286
1,1,1,1,1,1,289
0,0,0,0,0,0,292
0,0,0,0,0,0,295
1,1,0,4,0,0,330
0,0,0,0,0,1,344
0,0,0,0,0,2,347
2,0,4,1,3,1,349
2,0,1,2,0,0,361
0,0,0,0,0,2,370
2,0,1,2,0,2,373
0,0,0,0,0,0,381
4,6,7,17,7,3,390
2,0,1,2,1,8,393
2,0,2,1,4,0,398
2,0,3,0,3,0,416
1,0,0,0,0,1,423
0,0,0,2,0,2,426
0,0,0,0,0,1,444
0,0,0,0,0,5,450
0,0,0,0,0,0,456
1,1,1,0,1,0,457
1,1,1,0,1,0,458
0,0,1,1,1,0,463
0,0,2,0,0,0,466
0,0,2,0,0,0,467
0,0,0,0,0,0,469
0,0,0,0,0,6,476
6,35,2,26,4,33,494
0,0,0,0,0,0,502
0,1,0,0,0,0,503
0,0,0,8,0,19,512
0,0,12,0,0,0,513
0,0,12,8,0,19,514
1,0,2,1,2,1,516
0,0,0,0,0,8,528
0,0,1,0,0,0,532
0,0,1,0,0,0,533
0,0,0,0,0,0,534
0,0,12,0,0,0,536
0,0,0,0,0,0,537
0,0,1,0,1,6,550
0,0,4,0,1,8,551
0,0,3,0,0,2,552
0,0,0,0,0,2,553
0,0,3,0,0,0,554
1,0,2,0,0,1,559
0,0,1,0,0,0,572
2,1,4,2,3,1,573
1,0,1,0,0,0,575
1,0,0,0,0,0,576
0,3,1,1,2,0,578
0,3,7,1,1,3,579
0,0,6,0,1,3,580
0,0,0,0,0,1,583
3,0,6,0,4,0,585
0,0,1,0,0,0,588
1,1,2,1,2,0,591
0,0,1,0,2,6,595
0,0,1,0,4,0,607
0,0,5,0,3,3,608
1,0,0,2,1,4,610
2,0,2,2,2,0,611
1,0,2,0,1,4,612
1,0,0,1,0,0,616
0,0,0,0,0,0,617
1,0,0,1,0,0,618
0,0,7,0,1,1,619
2,1,9,2,2,1,620
2,1,2,2,3,0,621
1,0,1,1,1,0,622
0,0,1,1,1,0,624
0,0,0,1,0,0,625
0,0,1,2,1,0,630
2,0,1,1,1,2,631
2,0,2,1,2,0,632
1,1,1,1,1,1,633
1,1,1,1,1,1,634
0,0,0,0,0,0,635
0,0,0,2,5,1,636
0,0,0,0,0,0,639
0,0,0,0,0,0,640
0,0,0,0,0,0,641
0,0,0,0,0,0,643
0,0,0,0,0,0,645
0,0,0,0,0,0,646
0,1,0,1,0,0,648
0,0,0,0,0,0,650
0,1,0,0,0,0,651
0,0,0,0,0,0,653
0,0,0,0,0,0,654
0,1,0,1,0,1,655
0,0,0,0,0,0,658
0,1,0,0,0,0,659
0,1,0,0,0,0,660
0,1,0,0,0,1,661
1,0,1,1,1,0,662
0,0,1,0,1,6,674
0,0,3,0,0,1,678
0,4,2,6,4,2,686
0,4,1,6,3,0,688
0,0,0,1,0,0,691
0,0,0,0,0,0,720
17,11,17,14,25,0,724
0,1,2,0,0,3,726
0,1,2,0,0,3,727
0,0,0,0,0,0,728
11,11,6,9,17,0,730
0,0,1,0,1,0,731
0,0,0,0,0,0,733
0,0,0,0,0,0,734
0,0,0,0,0,0,735
7,16,22,31,19,28,752
0,2,1,3,1,1,754
2,3,26,25,24,15,758
0,0,0,0,0,0,787
3,3,3,5,6,4,788
3,3,3,5,6,4,789
0,0,0,1,1,0,791
0,0,0,1,1,0,792
0,0,0,0,0,0,793
0,0,0,0,0,0,794
0,0,0,0,0,0,795
11,1,3,3,5,0,800
3,5,3,2,3,5,802
0,2,0,0,0,0,836
0,0,1,0,0,0,837
0,2,0,0,0,0,838
0,0,1,0,0,0,839
2,0,0,0,0,0,846
2,1,1,0,3,0,848
2,1,2,5,3,0,850
0,2,1,2,2,2,855
0,1,1,3,2,11,857
0,0,0,0,0,0,866
0,0,1,1,1,0,877
0,1,3,1,11,1,882
0,2,0,1,0,0,886
1,0,2,0,10,0,899
0,0,0,0,0,0,901
3,0,3,0,2,2,907
0,1,0,1,0,0,918
0,0,0,0,0,0,920
0,0,0,0,0,0,921
0,0,0,0,0,0,922
0,0,1,0,1,0,935
0,0,1,0,0,0,936
0,0,0,0,1,0,937
0,0,0,0,0,0,960
0,0,0,0,0,0,961
